run,run_label,target_rps,min_mean,min_std,min_min,min_max,max_mean,max_std,max_min,max_max,average_mean,average_std,average_min,average_max,median_mean,median_std,median_min,median_max,p95_mean,p95_std,p95_min,p95_max,p99_mean,p99_std,p99_min,p99_max,std_mean,std_std,std_min,std_max,throughput_rps_mean,throughput_rps_std,throughput_rps_min,throughput_rps_max,total_requests_mean,total_requests_std,total_requests_min,total_requests_max
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,334.1333333333333,6329.0,,6329,6329,467646.0,,467646,467646,85347.74670790104,,85347.74670790104,85347.74670790104,76479.0,,76479.0,76479.0,173426.09999999992,,173426.09999999992,173426.09999999992,245542.40999999965,,245542.40999999965,245542.40999999965,46721.01875417276,,46721.01875417276,46721.01875417276,334.1333333333333,,334.1333333333333,334.1333333333333,20048.0,,20048,20048
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,336.7333333333333,6087.0,,6087,6087,647273.0,,647273,647273,86199.93996238368,,86199.93996238368,86199.93996238368,78224.5,,78224.5,78224.5,175615.94999999998,,175615.94999999998,175615.94999999998,242041.30000000025,,242041.30000000025,242041.30000000025,49328.0501645879,,49328.0501645879,49328.0501645879,336.7333333333333,,336.7333333333333,336.7333333333333,20204.0,,20204,20204
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,337.9833333333333,5887.0,,5887,5887,590592.0,,590592,590592,89381.520489176,,89381.520489176,89381.520489176,79292.0,,79292.0,79292.0,183736.89999999988,,183736.89999999988,183736.89999999988,284809.4800000005,,284809.4800000005,284809.4800000005,53458.80917509124,,53458.80917509124,53458.80917509124,337.9833333333333,,337.9833333333333,337.9833333333333,20279.0,,20279,20279
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,341.81666666666666,7407.0,,7407,7407,487578.0,,487578,487578,87303.84606758009,,87303.84606758009,87303.84606758009,77113.0,,77113.0,77113.0,183244.99999999997,,183244.99999999997,183244.99999999997,267413.47999999934,,267413.47999999934,267413.47999999934,51540.33899839412,,51540.33899839412,51540.33899839412,341.81666666666666,,341.81666666666666,341.81666666666666,20509.0,,20509,20509
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,345.53333333333336,5192.0,,5192,5192,931766.0,,931766,931766,88894.78019486784,,88894.78019486784,88894.78019486784,78966.0,,78966.0,78966.0,178696.70000000004,,178696.70000000004,178696.70000000004,262260.02999999974,,262260.02999999974,262260.02999999974,56394.0154236032,,56394.0154236032,56394.0154236032,345.53333333333336,,345.53333333333336,345.53333333333336,20732.0,,20732,20732
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,351.8333333333333,7697.0,,7697,7697,442461.0,,442461,442461,83166.51293225959,,83166.51293225959,83166.51293225959,75282.5,,75282.5,75282.5,167094.54999999996,,167094.54999999996,167094.54999999996,226136.50999999995,,226136.50999999995,226136.50999999995,44952.56689717613,,44952.56689717613,44952.56689717613,351.8333333333333,,351.8333333333333,351.8333333333333,21110.0,,21110,21110
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,352.1166666666667,4976.0,,4976,4976,492677.0,,492677,492677,95480.6678657642,,95480.6678657642,95480.6678657642,85521.0,,85521.0,85521.0,193358.4,,193358.4,193358.4,274444.9000000003,,274444.9000000003,274444.9000000003,53438.55975903108,,53438.55975903108,53438.55975903108,352.1166666666667,,352.1166666666667,352.1166666666667,21127.0,,21127,21127
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,356.6666666666667,6140.0,,6140,6140,478940.0,,478940,478940,91804.77411214952,,91804.77411214952,91804.77411214952,81767.5,,81767.5,81767.5,191583.25,,191583.25,191583.25,264689.5599999991,,264689.5599999991,264689.5599999991,52644.28708739087,,52644.28708739087,52644.28708739087,356.6666666666667,,356.6666666666667,356.6666666666667,21400.0,,21400,21400
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,360.6833333333333,5709.0,,5709,5709,444324.0,,444324,444324,94683.79903886144,,94683.79903886144,94683.79903886144,82983.0,,82983.0,82983.0,202194.0,,202194.0,202194.0,282080.7999999999,,282080.7999999999,282080.7999999999,55018.30605495035,,55018.30605495035,55018.30605495035,360.6833333333333,,360.6833333333333,360.6833333333333,21641.0,,21641,21641
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,361.55,5984.0,,5984,5984,518261.0,,518261,518261,83528.30765684783,,83528.30765684783,83528.30765684783,74728.0,,74728.0,74728.0,174156.39999999997,,174156.39999999997,174156.39999999997,241831.31999999867,,241831.31999999867,241831.31999999867,47917.184679770304,,47917.184679770304,47917.184679770304,361.55,,361.55,361.55,21693.0,,21693,21693
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,363.4333333333333,6255.0,,6255,6255,801336.0,,801336,801336,87211.72906539484,,87211.72906539484,87211.72906539484,72552.5,,72552.5,72552.5,184766.25,,184766.25,184766.25,378834.8500000018,,378834.8500000018,378834.8500000018,69329.74638859136,,69329.74638859136,69329.74638859136,363.4333333333333,,363.4333333333333,363.4333333333333,21806.0,,21806,21806
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,367.0833333333333,6868.0,,6868,6868,455901.0,,455901,455901,92861.0667877412,,92861.0667877412,92861.0667877412,84230.0,,84230.0,84230.0,183980.0,,183980.0,183980.0,245428.8,,245428.8,245428.8,48309.13109063359,,48309.13109063359,48309.13109063359,367.0833333333333,,367.0833333333333,367.0833333333333,22025.0,,22025,22025
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,367.3333333333333,7237.0,,7237,7237,666262.0,,666262,666262,89112.18856624319,,89112.18856624319,89112.18856624319,78203.0,,78203.0,78203.0,186407.55,,186407.55,186407.55,285579.3600000002,,285579.3600000002,285579.3600000002,54769.659525144,,54769.659525144,54769.659525144,367.3333333333333,,367.3333333333333,367.3333333333333,22040.0,,22040,22040
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,369.85,6467.0,,6467,6467,474830.0,,474830,474830,90489.38993285566,,90489.38993285566,90489.38993285566,80704.0,,80704.0,80704.0,187774.5,,187774.5,187774.5,264298.7999999996,,264298.7999999996,264298.7999999996,51479.034782930685,,51479.034782930685,51479.034782930685,369.85,,369.85,369.85,22191.0,,22191,22191
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,19.98333333333333,5400.0,,5400,5400,174772.0,,174772,174772,25954.291909924937,,25954.291909924937,25954.291909924937,25009.0,,25009.0,25009.0,42014.39999999998,,42014.39999999998,42014.39999999998,51475.59999999998,,51475.59999999998,51475.59999999998,10296.904527116878,,10296.904527116878,10296.904527116878,19.98333333333333,,19.98333333333333,19.98333333333333,1199.0,,1199,1199
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,20.0,5828.5,37.476659402887016,5802,5855,110423.5,25981.224461137317,92052,128795,25108.624166666665,595.5936847708266,24687.47583333333,25529.7725,24058.0,262.33661582020915,23872.5,24243.5,40839.375,508.0915776215958,40480.1,41198.65,55048.55999999998,2774.4890194772734,53086.69999999999,57010.419999999984,9479.208304548978,445.61829304818076,9164.108587713834,9794.30802138412,20.0,0.0,20.0,20.0,1200.0,0.0,1200,1200
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,39.9,4244.0,,4244,4244,230910.0,,230910,230910,27083.763993316625,,27083.763993316625,27083.763993316625,26226.5,,26226.5,26226.5,47338.4,,47338.4,47338.4,63802.48000000016,,63802.48000000016,63802.48000000016,13227.045317338414,,13227.045317338414,13227.045317338414,39.9,,39.9,39.9,2394.0,,2394,2394
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,39.93333333333333,5021.0,,5021,5021,142266.0,,142266,142266,25652.736644407345,,25652.736644407345,25652.736644407345,24716.0,,24716.0,24716.0,47943.5,,47943.5,47943.5,67209.55000000005,,67209.55000000005,67209.55000000005,14149.113068984489,,14149.113068984489,14149.113068984489,39.93333333333333,,39.93333333333333,39.93333333333333,2396.0,,2396,2396
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,39.98333333333333,5639.0,,5639,5639,190799.0,,190799,190799,29675.20425177157,,29675.20425177157,29675.20425177157,28068.0,,28068.0,28068.0,53552.49999999997,,53552.49999999997,53552.49999999997,74315.44,,74315.44,74315.44,15085.94434784112,,15085.94434784112,15085.94434784112,39.98333333333333,,39.98333333333333,39.98333333333333,2399.0,,2399,2399
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,62.16666666666666,4787.0,,4787,4787,158762.0,,158762,158762,30092.09383378016,,30092.09383378016,30092.09383378016,28079.5,,28079.5,28079.5,60971.099999999984,,60971.099999999984,60971.099999999984,80990.06000000001,,80990.06000000001,80990.06000000001,16990.537128503496,,16990.537128503496,16990.537128503496,62.16666666666666,,62.16666666666666,62.16666666666666,3730.0,,3730,3730
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,62.266666666666666,4523.0,,4523,4523,318341.0,,318341,318341,26431.188436830835,,26431.188436830835,26431.188436830835,22963.5,,22963.5,22963.5,58773.25,,58773.25,58773.25,84668.40000000001,,84668.40000000001,84668.40000000001,19103.02000942656,,19103.02000942656,19103.02000942656,62.266666666666666,,62.266666666666666,62.266666666666666,3736.0,,3736,3736
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,62.3,4499.0,,4499,4499,130502.0,,130502,130502,28781.780363830927,,28781.780363830927,28781.780363830927,27468.5,,27468.5,27468.5,58096.69999999995,,58096.69999999995,58096.69999999995,75272.57,,75272.57,75272.57,15758.73756556748,,15758.73756556748,15758.73756556748,62.3,,62.3,62.3,3738.0,,3738,3738
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,82.31666666666666,4570.0,,4570,4570,147359.0,,147359,147359,27928.43733549301,,27928.43733549301,27928.43733549301,24261.0,,24261.0,24261.0,64301.79999999998,,64301.79999999998,64301.79999999998,85965.7,,85965.7,85965.7,19152.272764167563,,19152.272764167563,19152.272764167563,82.31666666666666,,82.31666666666666,82.31666666666666,4939.0,,4939,4939
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,82.63333333333334,4561.0,,4561,4561,129555.0,,129555,129555,27957.958854376764,,27957.958854376764,27957.958854376764,25857.5,,25857.5,25857.5,58350.55,,58350.55,58350.55,80313.93000000011,,80313.93000000011,80313.93000000011,16739.575612845925,,16739.575612845925,16739.575612845925,82.63333333333334,,82.63333333333334,82.63333333333334,4958.0,,4958,4958
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,82.75,4467.0,,4467,4467,145829.0,,145829,145829,27247.67069486405,,27247.67069486405,27247.67069486405,23816.0,,23816.0,23816.0,58807.600000000006,,58807.600000000006,58807.600000000006,79766.39999999986,,79766.39999999986,79766.39999999986,16984.917580341513,,16984.917580341513,16984.917580341513,82.75,,82.75,82.75,4965.0,,4965,4965
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,98.26666666666668,4556.0,,4556,4556,183953.0,,183953,183953,28729.926729986437,,28729.926729986437,28729.926729986437,23500.0,,23500.0,23500.0,66611.25,,66611.25,66611.25,94095.15000000013,,94095.15000000013,94095.15000000013,19930.011841094103,,19930.011841094103,19930.011841094103,98.26666666666668,,98.26666666666668,98.26666666666668,5896.0,,5896,5896
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,98.28333333333332,4483.0,,4483,4483,178282.0,,178282,178282,31829.25640156012,,31829.25640156012,31829.25640156012,28665.0,,28665.0,28665.0,66326.59999999999,,66326.59999999999,66326.59999999999,90509.55999999998,,90509.55999999998,90509.55999999998,18898.81467369313,,18898.81467369313,18898.81467369313,98.28333333333332,,98.28333333333332,98.28333333333332,5897.0,,5897,5897
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,98.31666666666666,4925.0,,4925,4925,279221.0,,279221,279221,29480.685539922026,,29480.685539922026,29480.685539922026,26078.0,,26078.0,26078.0,64114.29999999997,,64114.29999999997,64114.29999999997,88113.99999999997,,88113.99999999997,88113.99999999997,19117.934196835016,,19117.934196835016,19117.934196835016,98.31666666666666,,98.31666666666666,98.31666666666666,5899.0,,5899,5899
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,120.78333333333332,4446.0,,4446,4446,173536.0,,173536,173536,34970.73188905754,,34970.73188905754,34970.73188905754,31086.0,,31086.0,31086.0,73956.59999999999,,73956.59999999999,73956.59999999999,101259.24,,101259.24,101259.24,21186.283052119303,,21186.283052119303,21186.283052119303,120.78333333333332,,120.78333333333332,120.78333333333332,7247.0,,7247,7247
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,120.93333333333334,3995.0,,3995,3995,312467.0,,312467,312467,31704.69790518192,,31704.69790518192,31704.69790518192,26630.0,,26630.0,26630.0,72401.25,,72401.25,72401.25,105710.8499999999,,105710.8499999999,105710.8499999999,22620.048635961157,,22620.048635961157,22620.048635961157,120.93333333333334,,120.93333333333334,120.93333333333334,7256.0,,7256,7256
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,121.55,4941.0,,4941,4941,567865.0,,567865,567865,33550.079939668176,,33550.079939668176,33550.079939668176,29538.0,,29538.0,29538.0,71155.59999999998,,71155.59999999998,71155.59999999998,99166.56,,99166.56,99166.56,23442.868332298152,,23442.868332298152,23442.868332298152,121.55,,121.55,121.55,7293.0,,7293,7293
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,136.2,4380.0,,4380,4380,205335.0,,205335,205335,36769.444444444445,,36769.444444444445,36769.444444444445,32609.5,,32609.5,32609.5,80129.9,,80129.9,80129.9,112077.43999999996,,112077.43999999996,112077.43999999996,23192.27753610605,,23192.27753610605,23192.27753610605,136.2,,136.2,136.2,8172.0,,8172,8172
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,137.23333333333332,5086.0,,5086,5086,559330.0,,559330,559330,33880.04748603352,,33880.04748603352,33880.04748603352,28635.0,,28635.0,28635.0,74529.34999999999,,74529.34999999999,74529.34999999999,102695.5,,102695.5,102695.5,24390.4537267583,,24390.4537267583,24390.4537267583,137.23333333333332,,137.23333333333332,137.23333333333332,8234.0,,8234,8234
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,137.51666666666668,5264.0,,5264,5264,182377.0,,182377,182377,35410.90885953218,,35410.90885953218,35410.90885953218,30468.0,,30468.0,30468.0,77596.0,,77596.0,77596.0,111305.0,,111305.0,111305.0,22847.06037190681,,22847.06037190681,22847.06037190681,137.51666666666668,,137.51666666666668,137.51666666666668,8251.0,,8251,8251
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,154.85,4852.0,,4852,4852,301540.0,,301540,301540,41418.242707996986,,41418.242707996986,41418.242707996986,36750.0,,36750.0,36750.0,87559.5,,87559.5,87559.5,117581.10000000008,,117581.10000000008,117581.10000000008,24495.981097514577,,24495.981097514577,24495.981097514577,154.85,,154.85,154.85,9291.0,,9291,9291
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,155.31666666666666,4800.0,,4800,4800,208177.0,,208177,208177,38816.84687198197,,38816.84687198197,38816.84687198197,33833.0,,33833.0,33833.0,85522.90000000002,,85522.90000000002,85522.90000000002,115845.97999999998,,115845.97999999998,115845.97999999998,24220.21900483522,,24220.21900483522,24220.21900483522,155.31666666666666,,155.31666666666666,155.31666666666666,9319.0,,9319,9319
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,156.43333333333334,5047.0,,5047,5047,425014.0,,425014,425014,41473.3748135521,,41473.3748135521,41473.3748135521,37288.5,,37288.5,37288.5,87748.75,,87748.75,87748.75,120240.0999999999,,120240.0999999999,120240.0999999999,25666.96292425545,,25666.96292425545,25666.96292425545,156.43333333333334,,156.43333333333334,156.43333333333334,9386.0,,9386,9386
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,178.65,5104.0,,5104,5104,207810.0,,207810,207810,45250.94673010542,,45250.94673010542,45250.94673010542,40044.0,,40044.0,40044.0,98847.30000000005,,98847.30000000005,98847.30000000005,132455.31999999957,,132455.31999999957,132455.31999999957,27962.476237464656,,27962.476237464656,27962.476237464656,178.65,,178.65,178.65,10719.0,,10719,10719
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,179.58333333333334,5018.0,,5018,5018,373774.0,,373774,373774,44579.87638051044,,44579.87638051044,44579.87638051044,39267.0,,39267.0,39267.0,94551.29999999996,,94551.29999999996,94551.29999999996,135738.72000000003,,135738.72000000003,135738.72000000003,28499.76775604374,,28499.76775604374,28499.76775604374,179.58333333333334,,179.58333333333334,179.58333333333334,10775.0,,10775,10775
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,179.83333333333334,5781.0,,5781,5781,277705.0,,277705,277705,47867.84670991659,,47867.84670991659,47867.84670991659,43507.0,,43507.0,43507.0,98319.39999999998,,98319.39999999998,98319.39999999998,132691.42000000013,,132691.42000000013,132691.42000000013,27667.456734358264,,27667.456734358264,27667.456734358264,179.83333333333334,,179.83333333333334,179.83333333333334,10790.0,,10790,10790
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,180.66666666666663,4935.0,,4935,4935,226390.0,,226390,226390,42230.93053505535,,42230.93053505535,42230.93053505535,36617.5,,36617.5,36617.5,92813.39999999998,,92813.39999999998,92813.39999999998,127269.32000000008,,127269.32000000008,127269.32000000008,26829.04548167551,,26829.04548167551,26829.04548167551,180.66666666666663,,180.66666666666663,180.66666666666663,10840.0,,10840,10840
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,181.1,4710.0,,4710,4710,644917.0,,644917,644917,46149.3218295601,,46149.3218295601,46149.3218295601,41364.5,,41364.5,41364.5,99000.5,,99000.5,99000.5,133411.40000000002,,133411.40000000002,133411.40000000002,30723.447748207946,,30723.447748207946,30723.447748207946,181.1,,181.1,181.1,10866.0,,10866,10866
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,182.26666666666668,4872.0,,4872,4872,239674.0,,239674,239674,41041.03566203365,,41041.03566203365,41041.03566203365,35642.5,,35642.5,35642.5,93067.75,,93067.75,93067.75,131257.8,,131257.8,131257.8,27898.012684027995,,27898.012684027995,27898.012684027995,182.26666666666668,,182.26666666666668,182.26666666666668,10936.0,,10936,10936
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,216.2,5471.0,,5471,5471,654920.0,,654920,654920,49002.5312981807,,49002.5312981807,49002.5312981807,42725.0,,42725.0,42725.0,104997.35,,104997.35,104997.35,143328.91999999958,,143328.91999999958,143328.91999999958,33253.64219408282,,33253.64219408282,33253.64219408282,216.2,,216.2,216.2,12972.0,,12972,12972
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,217.38333333333333,6194.0,,6194,6194,338669.0,,338669,338669,54732.73472360653,,54732.73472360653,54732.73472360653,49458.0,,49458.0,49458.0,112110.8,,112110.8,112110.8,147021.58,,147021.58,147021.58,30592.851837093367,,30592.851837093367,30592.851837093367,217.38333333333333,,217.38333333333333,217.38333333333333,13043.0,,13043,13043
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,218.15,6198.0,,6198,6198,531156.0,,531156,531156,60518.91191076477,,60518.91191076477,60518.91191076477,55621.0,,55621.0,55621.0,118842.8,,118842.8,118842.8,155662.5599999997,,155662.5599999997,155662.5599999997,32374.87892296907,,32374.87892296907,32374.87892296907,218.15,,218.15,218.15,13089.0,,13089,13089
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,224.2333333333333,5530.0,,5530,5530,370056.0,,370056,370056,53946.53054853575,,53946.53054853575,53946.53054853575,48616.0,,48616.0,48616.0,110257.0999999999,,110257.0999999999,110257.0999999999,152686.75999999992,,152686.75999999992,152686.75999999992,30877.1356748276,,30877.1356748276,30877.1356748276,224.2333333333333,,224.2333333333333,224.2333333333333,13454.0,,13454,13454
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,224.26666666666668,6032.0,,6032,6032,325107.0,,325107,325107,49268.247398929845,,49268.247398929845,49268.247398929845,42626.5,,42626.5,42626.5,108472.75,,108472.75,108472.75,151417.5,,151417.5,151417.5,31884.801010201125,,31884.801010201125,31884.801010201125,224.26666666666668,,224.26666666666668,224.26666666666668,13456.0,,13456,13456
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,226.7333333333333,5782.0,,5782,5782,394982.0,,394982,394982,51567.540135254334,,51567.540135254334,51567.540135254334,45292.5,,45292.5,45292.5,108772.4,,108772.4,108772.4,155260.00999999983,,155260.00999999983,155260.00999999983,33193.06610271353,,33193.06610271353,33193.06610271353,226.7333333333333,,226.7333333333333,226.7333333333333,13604.0,,13604,13604
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,275.1,6184.0,,6184,6184,488291.0,,488291,488291,71352.1513994911,,71352.1513994911,71352.1513994911,64589.5,,64589.5,64589.5,145489.5,,145489.5,145489.5,194608.90000000005,,194608.90000000005,194608.90000000005,40616.78731230826,,40616.78731230826,40616.78731230826,275.1,,275.1,275.1,16506.0,,16506,16506
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,275.2,6513.0,,6513,6513,369003.0,,369003,369003,71064.27077277131,,71064.27077277131,71064.27077277131,63049.5,,63049.5,63049.5,149677.09999999995,,149677.09999999995,149677.09999999995,204291.81999999992,,204291.81999999992,204291.81999999992,41645.00026427723,,41645.00026427723,41645.00026427723,275.2,,275.2,275.2,16512.0,,16512,16512
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,277.65,6623.0,,6623,6623,309828.0,,309828,309828,77420.16225463714,,77420.16225463714,77420.16225463714,70990.0,,70990.0,70990.0,155043.89999999997,,155043.89999999997,155043.89999999997,210193.31999999992,,210193.31999999992,210193.31999999992,41623.65975975601,,41623.65975975601,41623.65975975601,277.65,,277.65,277.65,16659.0,,16659,16659
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,278.6333333333333,7561.0,,7561,7561,434500.0,,434500,434500,77962.17448259362,,77962.17448259362,77962.17448259362,69951.5,,69951.5,69951.5,160804.65,,160804.65,160804.65,224759.72999999937,,224759.72999999937,224759.72999999937,44018.3295484646,,44018.3295484646,44018.3295484646,278.6333333333333,,278.6333333333333,278.6333333333333,16718.0,,16718,16718
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,279.7,6344.0,,6344,6344,294471.0,,294471,294471,66438.48712906685,,66438.48712906685,66438.48712906685,59878.0,,59878.0,59878.0,137870.44999999998,,137870.44999999998,137870.44999999998,182654.59999999995,,182654.59999999995,182654.59999999995,37923.80066805226,,37923.80066805226,37923.80066805226,279.7,,279.7,279.7,16782.0,,16782,16782
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,280.51666666666665,6190.0,,6190,6190,323315.0,,323315,323315,65081.397777909806,,65081.397777909806,65081.397777909806,59482.0,,59482.0,59482.0,129692.0,,129692.0,129692.0,172881.90000000002,,172881.90000000002,172881.90000000002,35082.4522940685,,35082.4522940685,35082.4522940685,280.51666666666665,,280.51666666666665,280.51666666666665,16831.0,,16831,16831
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,280.7333333333333,7504.0,,7504,7504,337846.0,,337846,337846,74389.54191403466,,74389.54191403466,74389.54191403466,67436.0,,67436.0,67436.0,150429.69999999984,,150429.69999999984,150429.69999999984,202036.53,,202036.53,202036.53,40275.03272754309,,40275.03272754309,40275.03272754309,280.7333333333333,,280.7333333333333,280.7333333333333,16844.0,,16844,16844
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,281.18333333333334,5587.0,,5587,5587,771185.0,,771185,771185,67854.37276984174,,67854.37276984174,67854.37276984174,60486.0,,60486.0,60486.0,138999.0,,138999.0,138999.0,195947.4,,195947.4,195947.4,42220.89787362944,,42220.89787362944,42220.89787362944,281.18333333333334,,281.18333333333334,281.18333333333334,16871.0,,16871,16871
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,282.43333333333334,6174.0,,6174,6174,474093.0,,474093,474093,65626.82408828042,,65626.82408828042,65626.82408828042,59387.5,,59387.5,59387.5,135263.5,,135263.5,135263.5,189311.6999999997,,189311.6999999997,189311.6999999997,38646.96567001742,,38646.96567001742,38646.96567001742,282.43333333333334,,282.43333333333334,282.43333333333334,16946.0,,16946,16946
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,283.0,7024.0,,7024,7024,441159.0,,441159,441159,72488.40918727915,,72488.40918727915,72488.40918727915,65794.0,,65794.0,65794.0,148729.29999999996,,148729.29999999996,148729.29999999996,203231.84999999992,,203231.84999999992,203231.84999999992,41184.88805858351,,41184.88805858351,41184.88805858351,283.0,,283.0,283.0,16980.0,,16980,16980
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,283.95,5494.0,,5494,5494,375476.0,,375476,375476,66162.59957739039,,66162.59957739039,66162.59957739039,59629.0,,59629.0,59629.0,138537.99999999994,,138537.99999999994,138537.99999999994,190613.1999999997,,190613.1999999997,190613.1999999997,38579.30250717995,,38579.30250717995,38579.30250717995,283.95,,283.95,283.95,17037.0,,17037,17037
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,284.9,5292.0,,5292,5292,485553.0,,485553,485553,68135.33625833626,,68135.33625833626,68135.33625833626,60968.0,,60968.0,60968.0,141171.24999999997,,141171.24999999997,141171.24999999997,193438.22,,193438.22,193438.22,40453.40745004363,,40453.40745004363,40453.40745004363,284.9,,284.9,284.9,17094.0,,17094,17094
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,327.2,7937.0,,7937,7937,549828.0,,549828,549828,102864.67308475958,,102864.67308475958,102864.67308475958,89843.5,,89843.5,89843.5,217337.45000000004,,217337.45000000004,217337.45000000004,320185.87999999995,,320185.87999999995,320185.87999999995,60827.476802624245,,60827.476802624245,60827.476802624245,327.2,,327.2,327.2,19632.0,,19632,19632
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,342.5,9195.0,,9195,9195,621106.0,,621106,621106,105098.71187347932,,105098.71187347932,105098.71187347932,92467.0,,92467.0,92467.0,219033.5,,219033.5,219033.5,323966.0599999998,,323966.0599999998,323966.0599999998,62803.861987916986,,62803.861987916986,62803.861987916986,342.5,,342.5,342.5,20550.0,,20550,20550
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,342.6,6566.0,,6566,6566,575428.0,,575428,575428,103914.09865732632,,103914.09865732632,103914.09865732632,91514.0,,91514.0,91514.0,219242.75,,219242.75,219242.75,304184.6500000003,,304184.6500000003,304184.6500000003,60173.08214186103,,60173.08214186103,60173.08214186103,342.6,,342.6,342.6,20556.0,,20556,20556
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,342.8333333333333,6731.0,,6731,6731,533918.0,,533918,533918,92213.49499270784,,92213.49499270784,92213.49499270784,82460.0,,82460.0,82460.0,190279.4,,190279.4,190279.4,256979.9100000001,,256979.9100000001,256979.9100000001,51752.68915178724,,51752.68915178724,51752.68915178724,342.8333333333333,,342.8333333333333,342.8333333333333,20570.0,,20570,20570
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,343.8833333333333,8716.0,,8716,8716,758802.0,,758802,758802,99889.92982116029,,99889.92982116029,99889.92982116029,90381.0,,90381.0,90381.0,196633.0,,196633.0,196633.0,268941.28,,268941.28,268941.28,53611.97530661276,,53611.97530661276,53611.97530661276,343.8833333333333,,343.8833333333333,343.8833333333333,20633.0,,20633,20633
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,344.35,8198.0,,8198,8198,579713.0,,579713,579713,101656.25899036833,,101656.25899036833,101656.25899036833,91918.0,,91918.0,91918.0,200948.0,,200948.0,200948.0,267611.80000000016,,267611.80000000016,267611.80000000016,53269.153485513714,,53269.153485513714,53269.153485513714,344.35,,344.35,344.35,20661.0,,20661,20661
B3,B3 | pods=4 | CPU=250m | RAM=250Mi,344.4833333333333,6828.0,,6828,6828,558403.0,,558403,558403,102754.33828438724,,102754.33828438724,102754.33828438724,92206.0,,92206.0,92206.0,205974.39999999985,,205974.39999999985,205974.39999999985,281880.16,,281880.16,281880.16,54762.40309864297,,54762.40309864297,54762.40309864297,344.4833333333333,,344.4833333333333,344.4833333333333,20669.0,,20669,20669
