2025-08-13T11:11:02+01:00  11:11:02 up 5 days,  1:43,  1 user,  load average: 22.10, 21.00, 17.90
2025-08-13T11:11:07+01:00  11:11:07 up 5 days,  1:43,  1 user,  load average: 20.73, 20.73, 17.83
2025-08-13T11:11:12+01:00  11:11:12 up 5 days,  1:43,  1 user,  load average: 20.59, 20.70, 17.84
2025-08-13T11:11:17+01:00  11:11:17 up 5 days,  1:43,  1 user,  load average: 20.14, 20.61, 17.82
2025-08-13T11:11:22+01:00  11:11:22 up 5 days,  1:43,  1 user,  load average: 20.93, 20.76, 17.89
2025-08-13T11:11:27+01:00  11:11:27 up 5 days,  1:43,  1 user,  load average: 21.34, 20.85, 17.93
2025-08-13T11:11:32+01:00  11:11:32 up 5 days,  1:43,  1 user,  load average: 21.07, 20.80, 17.93
2025-08-13T11:11:37+01:00  11:11:37 up 5 days,  1:44,  1 user,  load average: 22.83, 21.17, 18.07
2025-08-13T11:11:42+01:00  11:11:42 up 5 days,  1:44,  1 user,  load average: 23.24, 21.29, 18.12
2025-08-13T11:11:47+01:00  11:11:47 up 5 days,  1:44,  1 user,  load average: 24.82, 21.65, 18.25
2025-08-13T11:11:52+01:00  11:11:52 up 5 days,  1:44,  1 user,  load average: 27.72, 22.30, 18.48
2025-08-13T11:11:57+01:00  11:11:57 up 5 days,  1:44,  1 user,  load average: 27.98, 22.44, 18.55
2025-08-13T11:12:02+01:00  11:12:02 up 5 days,  1:44,  1 user,  load average: 28.46, 22.64, 18.63
2025-08-13T11:12:07+01:00  11:12:07 up 5 days,  1:44,  1 user,  load average: 28.27, 22.69, 18.67
2025-08-13T11:12:12+01:00  11:12:12 up 5 days,  1:44,  1 user,  load average: 28.97, 22.93, 18.77
2025-08-13T11:12:17+01:00  11:12:17 up 5 days,  1:44,  1 user,  load average: 28.01, 22.83, 18.76
2025-08-13T11:12:22+01:00  11:12:22 up 5 days,  1:44,  1 user,  load average: 29.13, 23.15, 18.89
2025-08-13T11:12:27+01:00  11:12:27 up 5 days,  1:44,  1 user,  load average: 28.24, 23.06, 18.88
2025-08-13T11:12:32+01:00  11:12:32 up 5 days,  1:44,  1 user,  load average: 29.02, 23.31, 18.99
2025-08-13T11:12:37+01:00  11:12:37 up 5 days,  1:45,  1 user,  load average: 28.14, 23.22, 18.98
2025-08-13T11:12:42+01:00  11:12:42 up 5 days,  1:45,  1 user,  load average: 28.93, 23.47, 19.08
2025-08-13T11:12:47+01:00  11:12:47 up 5 days,  1:45,  1 user,  load average: 26.69, 23.10, 18.99
2025-08-13T11:12:52+01:00  11:12:52 up 5 days,  1:45,  1 user,  load average: 26.72, 23.16, 19.03
2025-08-13T11:12:57+01:00  11:12:57 up 5 days,  1:45,  1 user,  load average: 26.58, 23.19, 19.06
2025-08-13T11:13:02+01:00  11:13:02 up 5 days,  1:45,  1 user,  load average: 26.37, 23.21, 19.09
2025-08-13T11:13:07+01:00  11:13:07 up 5 days,  1:45,  1 user,  load average: 25.14, 23.00, 19.05
2025-08-13T11:13:12+01:00  11:13:12 up 5 days,  1:45,  1 user,  load average: 24.49, 22.90, 19.03
2025-08-13T11:13:17+01:00  11:13:17 up 5 days,  1:45,  1 user,  load average: 24.53, 22.94, 19.07
2025-08-13T11:13:22+01:00  11:13:22 up 5 days,  1:45,  1 user,  load average: 26.09, 23.29, 19.20
2025-08-13T11:13:27+01:00  11:13:27 up 5 days,  1:45,  1 user,  load average: 24.16, 22.93, 19.11
2025-08-13T11:13:32+01:00  11:13:32 up 5 days,  1:45,  1 user,  load average: 23.43, 22.80, 19.09
2025-08-13T11:13:37+01:00  11:13:37 up 5 days,  1:46,  1 user,  load average: 24.27, 22.99, 19.17
2025-08-13T11:13:42+01:00  11:13:42 up 5 days,  1:46,  1 user,  load average: 26.49, 23.47, 19.34
2025-08-13T11:13:47+01:00  11:13:47 up 5 days,  1:46,  1 user,  load average: 25.81, 23.38, 19.34
2025-08-13T11:13:52+01:00  11:13:52 up 5 days,  1:46,  1 user,  load average: 24.15, 23.07, 19.26
2025-08-13T11:13:57+01:00  11:13:57 up 5 days,  1:46,  1 user,  load average: 25.34, 23.34, 19.36
2025-08-13T11:14:02+01:00  11:14:02 up 5 days,  1:46,  1 user,  load average: 28.19, 23.96, 19.59
2025-08-13T11:14:07+01:00  11:14:07 up 5 days,  1:46,  1 user,  load average: 27.54, 23.90, 19.59
2025-08-13T11:14:12+01:00  11:14:12 up 5 days,  1:46,  1 user,  load average: 26.61, 23.77, 19.57
2025-08-13T11:14:17+01:00  11:14:17 up 5 days,  1:46,  1 user,  load average: 25.44, 23.57, 19.53
2025-08-13T11:14:23+01:00  11:14:23 up 5 days,  1:46,  1 user,  load average: 25.73, 23.66, 19.58
2025-08-13T11:14:28+01:00  11:14:28 up 5 days,  1:46,  1 user,  load average: 24.15, 23.37, 19.51
2025-08-13T11:14:33+01:00  11:14:33 up 5 days,  1:46,  1 user,  load average: 24.45, 23.45, 19.55
2025-08-13T11:14:38+01:00  11:14:38 up 5 days,  1:47,  1 user,  load average: 24.98, 23.57, 19.62
2025-08-13T11:14:43+01:00  11:14:43 up 5 days,  1:47,  1 user,  load average: 24.50, 23.49, 19.61
2025-08-13T11:14:48+01:00  11:14:48 up 5 days,  1:47,  1 user,  load average: 25.02, 23.62, 19.67
2025-08-13T11:14:53+01:00  11:14:53 up 5 days,  1:47,  1 user,  load average: 24.38, 23.51, 19.66
2025-08-13T11:14:58+01:00  11:14:58 up 5 days,  1:47,  1 user,  load average: 22.59, 23.15, 19.56
2025-08-13T11:15:03+01:00  11:15:03 up 5 days,  1:47,  1 user,  load average: 23.26, 23.28, 19.63
2025-08-13T11:15:08+01:00  11:15:08 up 5 days,  1:47,  1 user,  load average: 22.44, 23.11, 19.59
2025-08-13T11:15:13+01:00  11:15:13 up 5 days,  1:47,  1 user,  load average: 24.89, 23.61, 19.77
2025-08-13T11:15:18+01:00  11:15:18 up 5 days,  1:47,  1 user,  load average: 23.29, 23.30, 19.69
2025-08-13T11:15:23+01:00  11:15:23 up 5 days,  1:47,  1 user,  load average: 23.11, 23.26, 19.70
2025-08-13T11:15:28+01:00  11:15:28 up 5 days,  1:47,  1 user,  load average: 22.54, 23.14, 19.68
2025-08-13T11:15:33+01:00  11:15:33 up 5 days,  1:47,  1 user,  load average: 22.74, 23.17, 19.71
2025-08-13T11:15:38+01:00  11:15:38 up 5 days,  1:48,  1 user,  load average: 22.92, 23.20, 19.73
2025-08-13T11:15:43+01:00  11:15:43 up 5 days,  1:48,  1 user,  load average: 24.61, 23.55, 19.87
2025-08-13T11:15:48+01:00  11:15:48 up 5 days,  1:48,  1 user,  load average: 25.52, 23.75, 19.95
2025-08-13T11:15:53+01:00  11:15:53 up 5 days,  1:48,  1 user,  load average: 24.04, 23.48, 19.88
2025-08-13T11:15:58+01:00  11:15:58 up 5 days,  1:48,  1 user,  load average: 25.39, 23.77, 20.00
2025-08-13T11:16:03+01:00  11:16:03 up 5 days,  1:48,  1 user,  load average: 26.32, 23.99, 20.09
2025-08-13T11:16:08+01:00  11:16:08 up 5 days,  1:48,  1 user,  load average: 25.10, 23.77, 20.04
2025-08-13T11:16:13+01:00  11:16:13 up 5 days,  1:48,  1 user,  load average: 27.65, 24.32, 20.24
2025-08-13T11:16:18+01:00  11:16:18 up 5 days,  1:48,  1 user,  load average: 28.24, 24.50, 20.32
2025-08-13T11:16:23+01:00  11:16:23 up 5 days,  1:48,  1 user,  load average: 29.58, 24.84, 20.45
2025-08-13T11:16:28+01:00  11:16:28 up 5 days,  1:48,  1 user,  load average: 28.98, 24.79, 20.46
2025-08-13T11:16:33+01:00  11:16:33 up 5 days,  1:48,  1 user,  load average: 28.02, 24.66, 20.44
2025-08-13T11:16:38+01:00  11:16:38 up 5 days,  1:49,  1 user,  load average: 27.85, 24.69, 20.47
2025-08-13T11:16:43+01:00  11:16:43 up 5 days,  1:49,  1 user,  load average: 27.23, 24.61, 20.47
2025-08-13T11:16:48+01:00  11:16:48 up 5 days,  1:49,  1 user,  load average: 26.17, 24.43, 20.43
2025-08-13T11:16:53+01:00  11:16:53 up 5 days,  1:49,  1 user,  load average: 25.51, 24.33, 20.42
2025-08-13T11:16:58+01:00  11:16:58 up 5 days,  1:49,  1 user,  load average: 23.71, 23.97, 20.33
2025-08-13T11:17:03+01:00  11:17:03 up 5 days,  1:49,  1 user,  load average: 21.97, 23.61, 20.23
2025-08-13T11:17:08+01:00  11:17:08 up 5 days,  1:49,  1 user,  load average: 23.73, 23.94, 20.35
2025-08-13T11:17:13+01:00  11:17:13 up 5 days,  1:49,  1 user,  load average: 23.60, 23.91, 20.36
2025-08-13T11:17:18+01:00  11:17:18 up 5 days,  1:49,  1 user,  load average: 22.83, 23.75, 20.33
2025-08-13T11:17:23+01:00  11:17:23 up 5 days,  1:49,  1 user,  load average: 22.92, 23.75, 20.35
2025-08-13T11:17:28+01:00  11:17:28 up 5 days,  1:49,  1 user,  load average: 21.81, 23.51, 20.29
2025-08-13T11:17:33+01:00  11:17:33 up 5 days,  1:49,  1 user,  load average: 20.94, 23.30, 20.24
2025-08-13T11:17:38+01:00  11:17:38 up 5 days,  1:50,  1 user,  load average: 19.90, 23.04, 20.17
2025-08-13T11:17:43+01:00  11:17:43 up 5 days,  1:50,  1 user,  load average: 21.43, 23.31, 20.27
2025-08-13T11:17:48+01:00  11:17:48 up 5 days,  1:50,  1 user,  load average: 21.72, 23.34, 20.30
2025-08-13T11:17:53+01:00  11:17:53 up 5 days,  1:50,  1 user,  load average: 21.18, 23.20, 20.27
2025-08-13T11:17:58+01:00  11:17:58 up 5 days,  1:50,  1 user,  load average: 21.97, 23.33, 20.33
2025-08-13T11:18:03+01:00  11:18:03 up 5 days,  1:50,  1 user,  load average: 22.45, 23.41, 20.37
2025-08-13T11:18:08+01:00  11:18:08 up 5 days,  1:50,  1 user,  load average: 20.81, 23.05, 20.27
2025-08-13T11:18:13+01:00  11:18:13 up 5 days,  1:50,  1 user,  load average: 21.95, 23.25, 20.35
2025-08-13T11:18:18+01:00  11:18:18 up 5 days,  1:50,  1 user,  load average: 21.79, 23.20, 20.35
2025-08-13T11:18:23+01:00  11:18:23 up 5 days,  1:50,  1 user,  load average: 22.05, 23.23, 20.37
2025-08-13T11:18:28+01:00  11:18:28 up 5 days,  1:50,  1 user,  load average: 21.97, 23.19, 20.38
2025-08-13T11:18:33+01:00  11:18:33 up 5 days,  1:50,  1 user,  load average: 21.01, 22.97, 20.32
2025-08-13T11:18:38+01:00  11:18:38 up 5 days,  1:51,  1 user,  load average: 21.09, 22.95, 20.33
2025-08-13T11:18:44+01:00  11:18:44 up 5 days,  1:51,  1 user,  load average: 21.56, 23.02, 20.37
2025-08-13T11:18:49+01:00  11:18:49 up 5 days,  1:51,  1 user,  load average: 20.31, 22.74, 20.29
2025-08-13T11:18:54+01:00  11:18:54 up 5 days,  1:51,  1 user,  load average: 19.57, 22.54, 20.24
2025-08-13T11:18:59+01:00  11:18:59 up 5 days,  1:51,  1 user,  load average: 19.12, 22.40, 20.20
2025-08-13T11:19:04+01:00  11:19:04 up 5 days,  1:51,  1 user,  load average: 17.91, 22.09, 20.12
2025-08-13T11:19:09+01:00  11:19:09 up 5 days,  1:51,  1 user,  load average: 17.92, 22.03, 20.11
2025-08-13T11:19:14+01:00  11:19:14 up 5 days,  1:51,  1 user,  load average: 18.00, 21.98, 20.10
2025-08-13T11:19:19+01:00  11:19:19 up 5 days,  1:51,  1 user,  load average: 18.49, 22.01, 20.12
2025-08-13T11:19:24+01:00  11:19:24 up 5 days,  1:51,  1 user,  load average: 18.13, 21.88, 20.09
2025-08-13T11:19:29+01:00  11:19:29 up 5 days,  1:51,  1 user,  load average: 17.47, 21.68, 20.03
2025-08-13T11:19:34+01:00  11:19:34 up 5 days,  1:51,  1 user,  load average: 18.32, 21.78, 20.08
2025-08-13T11:19:39+01:00  11:19:39 up 5 days,  1:52,  1 user,  load average: 18.53, 21.77, 20.08
2025-08-13T11:19:44+01:00  11:19:44 up 5 days,  1:52,  1 user,  load average: 18.73, 21.76, 20.09
2025-08-13T11:19:49+01:00  11:19:49 up 5 days,  1:52,  1 user,  load average: 18.51, 21.66, 20.06
2025-08-13T11:19:54+01:00  11:19:54 up 5 days,  1:52,  1 user,  load average: 18.23, 21.55, 20.04
2025-08-13T11:19:59+01:00  11:19:59 up 5 days,  1:52,  1 user,  load average: 20.29, 21.92, 20.17
2025-08-13T11:20:04+01:00  11:20:04 up 5 days,  1:52,  1 user,  load average: 21.39, 22.12, 20.24
2025-08-13T11:20:09+01:00  11:20:09 up 5 days,  1:52,  1 user,  load average: 20.64, 21.96, 20.20
2025-08-13T11:20:14+01:00  11:20:14 up 5 days,  1:52,  1 user,  load average: 19.47, 21.69, 20.12
2025-08-13T11:20:19+01:00  11:20:19 up 5 days,  1:52,  1 user,  load average: 17.99, 21.35, 20.02
2025-08-13T11:20:24+01:00  11:20:24 up 5 days,  1:52,  1 user,  load average: 19.99, 21.71, 20.14
2025-08-13T11:20:29+01:00  11:20:29 up 5 days,  1:52,  1 user,  load average: 20.71, 21.83, 20.19
2025-08-13T11:20:34+01:00  11:20:34 up 5 days,  1:52,  1 user,  load average: 21.38, 21.95, 20.24
2025-08-13T11:20:39+01:00  11:20:39 up 5 days,  1:53,  1 user,  load average: 22.31, 22.13, 20.30
2025-08-13T11:20:44+01:00  11:20:44 up 5 days,  1:53,  1 user,  load average: 22.76, 22.23, 20.35
2025-08-13T11:20:49+01:00  11:20:49 up 5 days,  1:53,  1 user,  load average: 22.94, 22.28, 20.37
2025-08-13T11:20:54+01:00  11:20:54 up 5 days,  1:53,  1 user,  load average: 22.87, 22.27, 20.38
2025-08-13T11:20:59+01:00  11:20:59 up 5 days,  1:53,  1 user,  load average: 24.16, 22.55, 20.48
2025-08-13T11:21:04+01:00  11:21:04 up 5 days,  1:53,  1 user,  load average: 23.99, 22.54, 20.49
2025-08-13T11:21:09+01:00  11:21:09 up 5 days,  1:53,  1 user,  load average: 23.19, 22.40, 20.45
2025-08-13T11:21:14+01:00  11:21:14 up 5 days,  1:53,  1 user,  load average: 21.73, 22.11, 20.37
2025-08-13T11:21:19+01:00  11:21:19 up 5 days,  1:53,  1 user,  load average: 21.75, 22.11, 20.38
2025-08-13T11:21:24+01:00  11:21:24 up 5 days,  1:53,  1 user,  load average: 20.73, 21.89, 20.32
2025-08-13T11:21:29+01:00  11:21:29 up 5 days,  1:53,  1 user,  load average: 19.71, 21.66, 20.25
2025-08-13T11:21:34+01:00  11:21:34 up 5 days,  1:53,  1 user,  load average: 20.21, 21.73, 20.28
2025-08-13T11:21:39+01:00  11:21:39 up 5 days,  1:54,  1 user,  load average: 19.80, 21.62, 20.25
2025-08-13T11:21:44+01:00  11:21:44 up 5 days,  1:54,  1 user,  load average: 20.13, 21.66, 20.27
2025-08-13T11:21:49+01:00  11:21:49 up 5 days,  1:54,  1 user,  load average: 19.56, 21.51, 20.23
2025-08-13T11:21:54+01:00  11:21:55 up 5 days,  1:54,  1 user,  load average: 20.08, 21.59, 20.27
2025-08-13T11:22:00+01:00  11:22:00 up 5 days,  1:54,  1 user,  load average: 20.71, 21.69, 20.31
2025-08-13T11:22:05+01:00  11:22:05 up 5 days,  1:54,  1 user,  load average: 22.82, 22.12, 20.45
2025-08-13T11:22:10+01:00  11:22:10 up 5 days,  1:54,  1 user,  load average: 21.79, 21.91, 20.39
2025-08-13T11:22:15+01:00  11:22:15 up 5 days,  1:54,  1 user,  load average: 22.85, 22.13, 20.47
2025-08-13T11:22:20+01:00  11:22:20 up 5 days,  1:54,  1 user,  load average: 21.42, 21.85, 20.39
2025-08-13T11:22:25+01:00  11:22:25 up 5 days,  1:54,  1 user,  load average: 20.18, 21.58, 20.31
2025-08-13T11:22:30+01:00  11:22:30 up 5 days,  1:54,  1 user,  load average: 20.49, 21.62, 20.33
2025-08-13T11:22:35+01:00  11:22:35 up 5 days,  1:54,  1 user,  load average: 20.05, 21.51, 20.30
2025-08-13T11:22:40+01:00  11:22:40 up 5 days,  1:55,  1 user,  load average: 20.05, 21.49, 20.30
2025-08-13T11:22:45+01:00  11:22:45 up 5 days,  1:55,  1 user,  load average: 20.28, 21.51, 20.32
2025-08-13T11:22:50+01:00  11:22:50 up 5 days,  1:55,  1 user,  load average: 19.70, 21.37, 20.28
2025-08-13T11:22:55+01:00  11:22:55 up 5 days,  1:55,  1 user,  load average: 19.96, 21.40, 20.29
2025-08-13T11:23:00+01:00  11:23:00 up 5 days,  1:55,  1 user,  load average: 19.09, 21.19, 20.23
2025-08-13T11:23:05+01:00  11:23:05 up 5 days,  1:55,  1 user,  load average: 19.64, 21.27, 20.26
2025-08-13T11:23:10+01:00  11:23:10 up 5 days,  1:55,  1 user,  load average: 19.59, 21.24, 20.25
2025-08-13T11:23:15+01:00  11:23:15 up 5 days,  1:55,  1 user,  load average: 18.50, 20.98, 20.18
2025-08-13T11:23:20+01:00  11:23:20 up 5 days,  1:55,  1 user,  load average: 17.98, 20.83, 20.13
2025-08-13T11:23:25+01:00  11:23:25 up 5 days,  1:55,  1 user,  load average: 17.58, 20.70, 20.10
2025-08-13T11:23:30+01:00  11:23:30 up 5 days,  1:55,  1 user,  load average: 16.33, 20.39, 20.00
2025-08-13T11:23:35+01:00  11:23:35 up 5 days,  1:55,  1 user,  load average: 15.83, 20.22, 19.94
2025-08-13T11:23:40+01:00  11:23:40 up 5 days,  1:56,  1 user,  load average: 14.88, 19.95, 19.86
2025-08-13T11:23:45+01:00  11:23:45 up 5 days,  1:56,  1 user,  load average: 14.97, 19.88, 19.84
2025-08-13T11:23:50+01:00  11:23:50 up 5 days,  1:56,  1 user,  load average: 13.77, 19.55, 19.73
2025-08-13T11:23:55+01:00  11:23:55 up 5 days,  1:56,  1 user,  load average: 13.07, 19.31, 19.65
2025-08-13T11:24:00+01:00  11:24:00 up 5 days,  1:56,  1 user,  load average: 13.70, 19.34, 19.66
2025-08-13T11:24:05+01:00  11:24:05 up 5 days,  1:56,  1 user,  load average: 14.53, 19.42, 19.68
2025-08-13T11:24:10+01:00  11:24:10 up 5 days,  1:56,  1 user,  load average: 15.77, 19.59, 19.74
2025-08-13T11:24:15+01:00  11:24:15 up 5 days,  1:56,  1 user,  load average: 15.95, 19.57, 19.73
2025-08-13T11:24:20+01:00  11:24:20 up 5 days,  1:56,  1 user,  load average: 16.67, 19.66, 19.76
2025-08-13T11:24:25+01:00  11:24:25 up 5 days,  1:56,  1 user,  load average: 18.22, 19.93, 19.84
2025-08-13T11:24:30+01:00  11:24:30 up 5 days,  1:56,  1 user,  load average: 17.16, 19.68, 19.76
2025-08-13T11:24:35+01:00  11:24:35 up 5 days,  1:56,  1 user,  load average: 19.07, 20.03, 19.88
2025-08-13T11:24:40+01:00  11:24:40 up 5 days,  1:57,  1 user,  load average: 18.82, 19.97, 19.86
2025-08-13T11:24:45+01:00  11:24:45 up 5 days,  1:57,  1 user,  load average: 18.44, 19.87, 19.82
2025-08-13T11:24:50+01:00  11:24:50 up 5 days,  1:57,  1 user,  load average: 17.92, 19.74, 19.78
2025-08-13T11:24:55+01:00  11:24:55 up 5 days,  1:57,  1 user,  load average: 19.45, 20.02, 19.87
2025-08-13T11:25:00+01:00  11:25:00 up 5 days,  1:57,  1 user,  load average: 18.69, 19.86, 19.82
2025-08-13T11:25:05+01:00  11:25:05 up 5 days,  1:57,  1 user,  load average: 19.36, 19.97, 19.86
2025-08-13T11:25:10+01:00  11:25:10 up 5 days,  1:57,  1 user,  load average: 19.97, 20.09, 19.90
2025-08-13T11:25:15+01:00  11:25:15 up 5 days,  1:57,  1 user,  load average: 18.77, 19.84, 19.82
2025-08-13T11:25:20+01:00  11:25:20 up 5 days,  1:57,  1 user,  load average: 17.51, 19.56, 19.73
2025-08-13T11:25:25+01:00  11:25:25 up 5 days,  1:57,  1 user,  load average: 16.83, 19.39, 19.67
2025-08-13T11:25:30+01:00  11:25:30 up 5 days,  1:57,  1 user,  load average: 17.16, 19.41, 19.68
2025-08-13T11:25:35+01:00  11:25:35 up 5 days,  1:57,  1 user,  load average: 18.27, 19.60, 19.74
2025-08-13T11:25:40+01:00  11:25:40 up 5 days,  1:58,  1 user,  load average: 18.01, 19.53, 19.71
2025-08-13T11:25:45+01:00  11:25:45 up 5 days,  1:58,  1 user,  load average: 17.52, 19.40, 19.67
2025-08-13T11:25:50+01:00  11:25:50 up 5 days,  1:58,  1 user,  load average: 17.00, 19.26, 19.62
2025-08-13T11:25:55+01:00  11:25:55 up 5 days,  1:58,  1 user,  load average: 16.52, 19.13, 19.58
2025-08-13T11:26:00+01:00  11:26:00 up 5 days,  1:58,  1 user,  load average: 16.48, 19.07, 19.56
2025-08-13T11:26:05+01:00  11:26:05 up 5 days,  1:58,  1 user,  load average: 17.08, 19.16, 19.58
2025-08-13T11:26:11+01:00  11:26:11 up 5 days,  1:58,  1 user,  load average: 17.16, 19.14, 19.57
2025-08-13T11:26:16+01:00  11:26:16 up 5 days,  1:58,  1 user,  load average: 18.90, 19.47, 19.68
2025-08-13T11:26:21+01:00  11:26:21 up 5 days,  1:58,  1 user,  load average: 18.99, 19.48, 19.68
2025-08-13T11:26:26+01:00  11:26:26 up 5 days,  1:58,  1 user,  load average: 18.11, 19.28, 19.62
2025-08-13T11:26:31+01:00  11:26:31 up 5 days,  1:58,  1 user,  load average: 17.38, 19.11, 19.56
2025-08-13T11:26:36+01:00  11:26:36 up 5 days,  1:59,  1 user,  load average: 17.67, 19.15, 19.57
2025-08-13T11:26:41+01:00  11:26:41 up 5 days,  1:59,  1 user,  load average: 16.42, 18.86, 19.47
2025-08-13T11:26:46+01:00  11:26:46 up 5 days,  1:59,  1 user,  load average: 15.18, 18.56, 19.37
2025-08-13T11:26:51+01:00  11:26:51 up 5 days,  1:59,  1 user,  load average: 14.21, 18.31, 19.28
2025-08-13T11:26:56+01:00  11:26:56 up 5 days,  1:59,  1 user,  load average: 13.55, 18.10, 19.21
