run,run_label,target_rps,min_mean,min_std,min_min,min_max,max_mean,max_std,max_min,max_max,average_mean,average_std,average_min,average_max,median_mean,median_std,median_min,median_max,p95_mean,p95_std,p95_min,p95_max,p99_mean,p99_std,p99_min,p99_max,std_mean,std_std,std_min,std_max,throughput_rps_mean,throughput_rps_std,throughput_rps_min,throughput_rps_max,total_requests_mean,total_requests_std,total_requests_min,total_requests_max
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,269.8666666666667,5369.0,,5369,5369,896653.0,,896653,896653,97568.41409337944,,97568.41409337944,97568.41409337944,81063.0,,81063.0,81063.0,224797.14999999997,,224797.14999999997,224797.14999999997,380500.8800000002,,380500.8800000002,380500.8800000002,73509.53306358261,,73509.53306358261,73509.53306358261,269.8666666666667,,269.8666666666667,269.8666666666667,16192.0,,16192,16192
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,270.2,5550.0,,5550,5550,493873.0,,493873,493873,102373.96940537874,,102373.96940537874,102373.96940537874,90000.5,,90000.5,90000.5,224180.34999999992,,224180.34999999992,224180.34999999992,317049.72,,317049.72,317049.72,61834.26338677389,,61834.26338677389,61834.26338677389,270.2,,270.2,270.2,16212.0,,16212,16212
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,270.7,4184.0,,4184,4184,937540.0,,937540,937540,103820.07591429626,,103820.07591429626,103820.07591429626,82763.0,,82763.0,82763.0,250624.49999999985,,250624.49999999985,250624.49999999985,533400.18,,533400.18,533400.18,90762.66213123903,,90762.66213123903,90762.66213123903,270.7,,270.7,270.7,16242.0,,16242,16242
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,270.95,4462.0,,4462,4462,649786.0,,649786,649786,104130.30645260504,,104130.30645260504,104130.30645260504,89912.0,,89912.0,89912.0,232291.99999999988,,232291.99999999988,232291.99999999988,361975.40000000026,,361975.40000000026,361975.40000000026,68515.26848498886,,68515.26848498886,68515.26848498886,270.95,,270.95,270.95,16257.0,,16257,16257
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,271.56666666666666,4346.0,,4346,4346,737168.0,,737168,737168,96033.4781514668,,96033.4781514668,96033.4781514668,80443.0,,80443.0,80443.0,211853.59999999995,,211853.59999999995,211853.59999999995,465073.8999999999,,465073.8999999999,465073.8999999999,74978.47977921116,,74978.47977921116,74978.47977921116,271.56666666666666,,271.56666666666666,271.56666666666666,16294.0,,16294,16294
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,272.28333333333336,5073.0,,5073,5073,585463.0,,585463,585463,101968.55212095244,,101968.55212095244,101968.55212095244,86780.0,,86780.0,86780.0,226331.99999999985,,226331.99999999985,226331.99999999985,342499.68,,342499.68,342499.68,67403.4743731999,,67403.4743731999,67403.4743731999,272.28333333333336,,272.28333333333336,272.28333333333336,16337.0,,16337,16337
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,274.03333333333336,3638.0,,3638,3638,507245.0,,507245,507245,89028.05619754287,,89028.05619754287,89028.05619754287,77555.5,,77555.5,77555.5,200732.55,,200732.55,200732.55,269159.96,,269159.96,269159.96,55713.54686548367,,55713.54686548367,55713.54686548367,274.03333333333336,,274.03333333333336,274.03333333333336,16442.0,,16442,16442
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,276.8333333333333,4130.0,,4130,4130,905356.0,,905356,905356,107488.906140879,,107488.906140879,107488.906140879,86053.5,,86053.5,86053.5,270909.8499999997,,270909.8499999997,270909.8499999997,468600.7099999999,,468600.7099999999,468600.7099999999,85638.06598292752,,85638.06598292752,85638.06598292752,276.8333333333333,,276.8333333333333,276.8333333333333,16610.0,,16610,16610
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,278.03333333333336,3858.0,,3858,3858,499124.0,,499124,499124,90513.470686968,,90513.470686968,90513.470686968,80517.0,,80517.0,80517.0,196241.5,,196241.5,196241.5,266992.19,,266992.19,266992.19,54813.82516116454,,54813.82516116454,54813.82516116454,278.03333333333336,,278.03333333333336,278.03333333333336,16682.0,,16682,16682
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,278.26666666666665,5442.0,,5442,5442,998853.0,,998853,998853,116535.28599664592,,116535.28599664592,116535.28599664592,95294.5,,95294.5,95294.5,265380.5,,265380.5,265380.5,506280.4999999978,,506280.4999999978,506280.4999999978,90375.85087530116,,90375.85087530116,90375.85087530116,278.26666666666665,,278.26666666666665,278.26666666666665,16696.0,,16696,16696
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,282.3666666666667,4127.0,,4127,4127,767779.0,,767779,767779,105793.18946995633,,105793.18946995633,105793.18946995633,87732.5,,87732.5,87732.5,251670.44999999987,,251670.44999999987,251670.44999999987,366553.72,,366553.72,366553.72,75384.44855998209,,75384.44855998209,75384.44855998209,282.3666666666667,,282.3666666666667,282.3666666666667,16942.0,,16942,16942
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,316.81666666666666,6610.0,,6610,6610,1183142.0,,1183142,1183142,192472.91167341787,,192472.91167341787,192472.91167341787,151584.0,,151584.0,151584.0,496414.5999999999,,496414.5999999999,496414.5999999999,688315.479999999,,688315.479999999,688315.479999999,141511.41826637965,,141511.41826637965,141511.41826637965,316.81666666666666,,316.81666666666666,316.81666666666666,19009.0,,19009,19009
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,323.4166666666667,5478.0,,5478,5478,1509054.0,,1509054,1509054,255397.9542901314,,255397.9542901314,255397.9542901314,174731.0,,174731.0,174731.0,719886.2,,719886.2,719886.2,951148.48,,951148.48,951148.48,215815.83360040025,,215815.83360040025,215815.83360040025,323.4166666666667,,323.4166666666667,323.4166666666667,19405.0,,19405,19405
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,325.3833333333333,5529.0,,5529,5529,1726097.0,,1726097,1726097,280070.3914869641,,280070.3914869641,280070.3914869641,167909.0,,167909.0,167909.0,860987.9,,860987.9,860987.9,1003759.22,,1003759.22,1003759.22,260202.3385970775,,260202.3385970775,260202.3385970775,325.3833333333333,,325.3833333333333,325.3833333333333,19523.0,,19523,19523
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,333.25,5142.0,,5142,5142,1029373.0,,1029373,1029373,179432.76229057263,,179432.76229057263,179432.76229057263,143033.0,,143033.0,143033.0,442073.5999999999,,442073.5999999999,442073.5999999999,583934.4000000001,,583934.4000000001,583934.4000000001,125662.54857376828,,125662.54857376828,125662.54857376828,333.25,,333.25,333.25,19995.0,,19995,19995
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,337.5,5919.0,,5919,5919,1991621.0,,1991621,1991621,312729.82197530865,,312729.82197530865,312729.82197530865,223589.5,,223589.5,223589.5,910358.7499999998,,910358.7499999998,910358.7499999998,1179428.88,,1179428.88,1179428.88,265028.94726920617,,265028.94726920617,265028.94726920617,337.5,,337.5,337.5,20250.0,,20250,20250
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,338.81666666666666,6662.0,,6662,6662,1587528.0,,1587528,1587528,283137.6534015446,,283137.6534015446,283137.6534015446,191490.0,,191490.0,191490.0,785542.5999999999,,785542.5999999999,785542.5999999999,923871.5600000004,,923871.5600000004,923871.5600000004,231084.83530127423,,231084.83530127423,231084.83530127423,338.81666666666666,,338.81666666666666,338.81666666666666,20329.0,,20329,20329
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,342.71666666666664,6620.0,,6620,6620,1402104.0,,1402104,1402104,318899.18538151047,,318899.18538151047,318899.18538151047,291018.0,,291018.0,291018.0,667902.5999999999,,667902.5999999999,667902.5999999999,829272.1600000003,,829272.1600000003,829272.1600000003,196429.86122655583,,196429.86122655583,196429.86122655583,342.71666666666664,,342.71666666666664,342.71666666666664,20563.0,,20563,20563
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,346.55,10834.0,,10834,10834,3504106.0,,3504106,3504106,435766.6582022796,,435766.6582022796,435766.6582022796,227842.0,,227842.0,227842.0,1602935.7999999989,,1602935.7999999989,1602935.7999999989,1967710.3999999976,,1967710.3999999976,1967710.3999999976,491558.99991332047,,491558.99991332047,491558.99991332047,346.55,,346.55,346.55,20793.0,,20793,20793
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,348.18333333333334,8735.0,,8735,8735,1703496.0,,1703496,1703496,367713.9159925327,,367713.9159925327,367713.9159925327,340886.0,,340886.0,340886.0,807824.0,,807824.0,807824.0,979247.4999999998,,979247.4999999998,979247.4999999998,241804.09383477704,,241804.09383477704,241804.09383477704,348.18333333333334,,348.18333333333334,348.18333333333334,20891.0,,20891,20891
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,351.21666666666664,8196.0,,8196,8196,2791179.0,,2791179,2791179,511646.7926256347,,511646.7926256347,511646.7926256347,328030.0,,328030.0,328030.0,1374966.1999999995,,1374966.1999999995,1374966.1999999995,1999083.92,,1999083.92,1999083.92,458803.4512535787,,458803.4512535787,458803.4512535787,351.21666666666664,,351.21666666666664,351.21666666666664,21073.0,,21073,21073
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,351.31666666666666,6821.0,,6821,6821,2036052.0,,2036052,2036052,333867.0407514588,,333867.0407514588,333867.0407514588,236645.0,,236645.0,236645.0,983079.1999999996,,983079.1999999996,983079.1999999996,1150843.14,,1150843.14,1150843.14,281710.2837437752,,281710.2837437752,281710.2837437752,351.31666666666666,,351.31666666666666,351.31666666666666,21079.0,,21079,21079
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,352.06666666666666,9657.0,,9657,9657,3045733.0,,3045733,3045733,797282.1184434766,,797282.1184434766,797282.1184434766,655871.0,,655871.0,655871.0,1815520.55,,1815520.55,1815520.55,2045187.4000000008,,2045187.4000000008,2045187.4000000008,547602.494299809,,547602.494299809,547602.494299809,352.06666666666666,,352.06666666666666,352.06666666666666,21124.0,,21124,21124
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,352.56666666666666,7834.0,,7834,7834,1407231.0,,1407231,1407231,346394.3890989884,,346394.3890989884,346394.3890989884,311852.0,,311852.0,311852.0,716103.65,,716103.65,716103.65,832711.3100000003,,832711.3100000003,832711.3100000003,205673.68876438463,,205673.68876438463,205673.68876438463,352.56666666666666,,352.56666666666666,352.56666666666666,21154.0,,21154,21154
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,353.1333333333333,11844.0,,11844,11844,3254343.0,,3254343,3254343,732541.2417406079,,732541.2417406079,732541.2417406079,629162.0,,629162.0,629162.0,1813991.85,,1813991.85,1813991.85,2312801.650000001,,2312801.650000001,2312801.650000001,518908.4137505471,,518908.4137505471,518908.4137505471,353.1333333333333,,353.1333333333333,353.1333333333333,21188.0,,21188,21188
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,353.53333333333336,11618.0,,11618,11618,1092859.0,,1092859,1092859,264487.25330001884,,264487.25330001884,264487.25330001884,217281.0,,217281.0,217281.0,604705.9,,604705.9,604705.9,723995.85,,723995.85,723995.85,173676.23078317355,,173676.23078317355,173676.23078317355,353.53333333333336,,353.53333333333336,353.53333333333336,21212.0,,21212,21212
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,353.8,14854.0,,14854,14854,2209060.0,,2209060,2209060,477257.8970699077,,477257.8970699077,477257.8970699077,420762.0,,420762.0,420762.0,1074934.3999999994,,1074934.3999999994,1074934.3999999994,1239517.51,,1239517.51,1239517.51,306812.46486961306,,306812.46486961306,306812.46486961306,353.8,,353.8,353.8,21228.0,,21228,21228
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,354.51666666666665,13226.0,,13226,13226,3221597.0,,3221597,3221597,752003.510319214,,752003.510319214,752003.510319214,753484.0,,753484.0,753484.0,1549288.0,,1549288.0,1549288.0,1730289.4999999998,,1730289.4999999998,1730289.4999999998,499017.2956938093,,499017.2956938093,499017.2956938093,354.51666666666665,,354.51666666666665,354.51666666666665,21271.0,,21271,21271
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,354.8833333333333,10035.0,,10035,10035,2328008.0,,2328008,2328008,532312.4937303339,,532312.4937303339,532312.4937303339,438459.0,,438459.0,438459.0,1233408.7999999996,,1233408.7999999996,1233408.7999999996,1414720.4799999974,,1414720.4799999974,1414720.4799999974,358852.26468150166,,358852.26468150166,358852.26468150166,354.8833333333333,,354.8833333333333,354.8833333333333,21293.0,,21293,21293
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,355.7,7938.0,,7938,7938,2569162.0,,2569162,2569162,581902.9823821572,,581902.9823821572,581902.9823821572,459200.5,,459200.5,459200.5,1392773.0500000007,,1392773.0500000007,1392773.0500000007,1777971.7000000002,,1777971.7000000002,1777971.7000000002,443618.2049223994,,443618.2049223994,443618.2049223994,355.7,,355.7,355.7,21342.0,,21342,21342
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,356.3333333333333,7983.0,,7983,7983,12321958.0,,12321958,12321958,2296843.56253508,,2296843.56253508,2296843.56253508,1817970.5,,1817970.5,1817970.5,5517778.8,,5517778.8,5517778.8,6221988.349999999,,6221988.349999999,6221988.349999999,1733503.8050628328,,1733503.8050628328,1733503.8050628328,356.3333333333333,,356.3333333333333,356.3333333333333,21380.0,,21380,21380
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,356.8333333333333,4651.0,,4651,4651,1503107.0,,1503107,1503107,294236.9924334423,,294236.9924334423,294236.9924334423,230664.0,,230664.0,230664.0,734465.2499999999,,734465.2499999999,734465.2499999999,890767.8999999999,,890767.8999999999,890767.8999999999,220318.89953344336,,220318.89953344336,220318.89953344336,356.8333333333333,,356.8333333333333,356.8333333333333,21410.0,,21410,21410
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,358.03333333333336,10588.0,,10588,10588,3602898.0,,3602898,3602898,750544.2180895633,,750544.2180895633,750544.2180895633,652435.5,,652435.5,652435.5,1957062.0500000005,,1957062.0500000005,1957062.0500000005,2434505.1699999985,,2434505.1699999985,2434505.1699999985,515995.9261226315,,515995.9261226315,515995.9261226315,358.03333333333336,,358.03333333333336,358.03333333333336,21482.0,,21482,21482
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,359.43333333333334,14115.0,,14115,14115,2256151.0,,2256151,2256151,602862.9086988779,,602862.9086988779,602862.9086988779,587493.0,,587493.0,587493.0,1204865.75,,1204865.75,1204865.75,1448630.049999999,,1448630.049999999,1448630.049999999,347554.7973498909,,347554.7973498909,347554.7973498909,359.43333333333334,,359.43333333333334,359.43333333333334,21566.0,,21566,21566
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,360.4333333333333,8002.0,,8002,8002,2567060.0,,2567060,2567060,509749.5721353926,,509749.5721353926,509749.5721353926,359107.5,,359107.5,359107.5,1481389.75,,1481389.75,1481389.75,1741397.5,,1741397.5,1741397.5,428548.3140455741,,428548.3140455741,428548.3140455741,360.4333333333333,,360.4333333333333,360.4333333333333,21626.0,,21626,21626
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,361.05,9234.0,,9234,9234,3817636.0,,3817636,3817636,609622.565757282,,609622.565757282,609622.565757282,424101.0,,424101.0,424101.0,2038552.3999999992,,2038552.3999999992,2038552.3999999992,2474501.26,,2474501.26,2474501.26,561997.9364699484,,561997.9364699484,561997.9364699484,361.05,,361.05,361.05,21663.0,,21663,21663
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,361.7166666666666,6259.0,,6259,6259,2700722.0,,2700722,2700722,555164.8596968161,,555164.8596968161,555164.8596968161,380842.0,,380842.0,380842.0,1539104.3999999994,,1539104.3999999994,1539104.3999999994,1785673.06,,1785673.06,1785673.06,467890.7220066767,,467890.7220066767,467890.7220066767,361.7166666666666,,361.7166666666666,361.7166666666666,21703.0,,21703,21703
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,364.31666666666666,5701.0,,5701,5701,2520820.0,,2520820,2520820,511442.0483553685,,511442.0483553685,511442.0483553685,445076.0,,445076.0,445076.0,1272319.5,,1272319.5,1272319.5,1485050.2599999988,,1485050.2599999988,1485050.2599999988,355941.49396550964,,355941.49396550964,355941.49396550964,364.31666666666666,,364.31666666666666,364.31666666666666,21859.0,,21859,21859
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,20.0,5695.333333333333,345.19752799423895,5306,5964,136036.33333333334,58095.12160528914,99772,203043,26187.283333333336,1019.3065622380402,25449.53083333333,27350.37416666667,24960.166666666668,771.7268515046849,24208.5,25750.5,41513.21666666667,3583.9348244399416,37738.69999999999,44869.95,54117.003333333334,7314.626676231217,45781.03,59462.88,9777.348824771381,363.6979136238584,9505.413581080133,10190.470897786896,20.0,0.0,20.0,20.0,1200.0,0.0,1200,1200
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,39.88333333333333,4162.0,,4162,4162,100651.0,,100651,100651,25986.94860008358,,25986.94860008358,25986.94860008358,25438.0,,25438.0,25438.0,47695.8,,47695.8,47695.8,60764.99999999999,,60764.99999999999,60764.99999999999,12636.293341743323,,12636.293341743323,12636.293341743323,39.88333333333333,,39.88333333333333,39.88333333333333,2393.0,,2393,2393
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,39.91666666666666,4947.0,,4947,4947,126409.0,,126409,126409,28011.46764091858,,28011.46764091858,28011.46764091858,27071.0,,27071.0,27071.0,50408.29999999999,,50408.29999999999,50408.29999999999,68067.23999999999,,68067.23999999999,68067.23999999999,13454.655239021778,,13454.655239021778,13454.655239021778,39.91666666666666,,39.91666666666666,39.91666666666666,2395.0,,2395,2395
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,39.96666666666667,4980.0,,4980,4980,112626.0,,112626,112626,24075.945371142618,,24075.945371142618,24075.945371142618,23819.0,,23819.0,23819.0,44307.3,,44307.3,44307.3,57560.120000000185,,57560.120000000185,57560.120000000185,11829.495541677888,,11829.495541677888,11829.495541677888,39.96666666666667,,39.96666666666667,39.96666666666667,2398.0,,2398,2398
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,62.13333333333333,4292.0,,4292,4292,179819.0,,179819,179819,24225.173283261804,,24225.173283261804,24225.173283261804,23620.0,,23620.0,23620.0,50354.0,,50354.0,50354.0,69077.24,,69077.24,69077.24,14892.500704891288,,14892.500704891288,14892.500704891288,62.13333333333333,,62.13333333333333,62.13333333333333,3728.0,,3728,3728
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,62.333333333333336,4267.0,,4267,4267,183547.0,,183547,183547,23066.767914438504,,23066.767914438504,23066.767914438504,23432.0,,23432.0,23432.0,46239.549999999945,,46239.549999999945,46239.549999999945,58858.800000000025,,58858.800000000025,58858.800000000025,13731.976255356947,,13731.976255356947,13731.976255356947,62.333333333333336,,62.333333333333336,62.333333333333336,3740.0,,3740,3740
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,62.35,3672.0,,3672,3672,118817.0,,118817,118817,23003.72093023256,,23003.72093023256,23003.72093023256,23184.0,,23184.0,23184.0,46694.0,,46694.0,46694.0,63247.0,,63247.0,63247.0,14020.507340543969,,14020.507340543969,14020.507340543969,62.35,,62.35,62.35,3741.0,,3741,3741
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,82.48333333333333,4334.0,,4334,4334,223416.0,,223416,223416,24869.30531420489,,24869.30531420489,24869.30531420489,23371.0,,23371.0,23371.0,52197.8,,52197.8,52197.8,69483.87999999977,,69483.87999999977,69483.87999999977,15515.883513542938,,15515.883513542938,15515.883513542938,82.48333333333333,,82.48333333333333,82.48333333333333,4949.0,,4949,4949
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,82.73333333333333,3769.0,,3769,3769,175421.0,,175421,175421,24323.991539081388,,24323.991539081388,24323.991539081388,23016.5,,23016.5,23016.5,51090.649999999885,,51090.649999999885,51090.649999999885,71066.36,,71066.36,71066.36,15488.11633654136,,15488.11633654136,15488.11633654136,82.73333333333333,,82.73333333333333,82.73333333333333,4964.0,,4964,4964
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,82.95,3936.0,,3936,3936,146641.0,,146641,146641,22459.5163753265,,22459.5163753265,22459.5163753265,21502.0,,21502.0,21502.0,48093.19999999999,,48093.19999999999,48093.19999999999,66304.1999999999,,66304.1999999999,66304.1999999999,14372.164631854406,,14372.164631854406,14372.164631854406,82.95,,82.95,82.95,4977.0,,4977,4977
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,98.85,4121.0,,4121,4121,187493.0,,187493,187493,24425.030180408023,,24425.030180408023,24425.030180408023,22840.0,,22840.0,22840.0,51775.0,,51775.0,51775.0,71365.19999999995,,71365.19999999995,71365.19999999995,15517.017295973705,,15517.017295973705,15517.017295973705,98.85,,98.85,98.85,5931.0,,5931,5931
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,98.91666666666669,3959.0,,3959,3959,185850.0,,185850,185850,22408.089300758213,,22408.089300758213,22408.089300758213,19865.0,,19865.0,19865.0,49379.50000000001,,49379.50000000001,49379.50000000001,71276.11999999997,,71276.11999999997,71276.11999999997,15177.517521630649,,15177.517521630649,15177.517521630649,98.91666666666669,,98.91666666666669,98.91666666666669,5935.0,,5935,5935
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,98.96666666666668,4154.0,,4154,4154,271852.0,,271852,271852,23683.842539575613,,23683.842539575613,23683.842539575613,21047.0,,21047.0,21047.0,50061.94999999999,,50061.94999999999,50061.94999999999,73389.29000000008,,73389.29000000008,73389.29000000008,16485.255379056984,,16485.255379056984,16485.255379056984,98.96666666666668,,98.96666666666668,98.96666666666668,5938.0,,5938,5938
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,122.35,3567.0,,3567,3567,181642.0,,181642,181642,26209.317667892657,,26209.317667892657,26209.317667892657,23895.0,,23895.0,23895.0,57273.0,,57273.0,57273.0,81486.20000000013,,81486.20000000013,81486.20000000013,17181.503605891707,,17181.503605891707,17181.503605891707,122.35,,122.35,122.35,7341.0,,7341,7341
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,122.73333333333332,3708.0,,3708,3708,234459.0,,234459,234459,25230.46537208039,,25230.46537208039,25230.46537208039,22703.5,,22703.5,22703.5,56429.14999999999,,56429.14999999999,56429.14999999999,73824.63999999996,,73824.63999999996,73824.63999999996,17751.629621905708,,17751.629621905708,17751.629621905708,122.73333333333332,,122.73333333333332,122.73333333333332,7364.0,,7364,7364
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,122.86666666666666,3668.0,,3668,3668,161148.0,,161148,161148,23815.663185024416,,23815.663185024416,23815.663185024416,20965.5,,20965.5,20965.5,52412.95,,52412.95,52412.95,75832.51999999999,,75832.51999999999,75832.51999999999,16227.33563686592,,16227.33563686592,16227.33563686592,122.86666666666666,,122.86666666666666,122.86666666666666,7372.0,,7372,7372
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,139.18333333333334,4059.0,,4059,4059,124707.0,,124707,124707,26485.300922045262,,26485.300922045262,26485.300922045262,23221.0,,23221.0,23221.0,59490.0,,59490.0,59490.0,81381.0,,81381.0,81381.0,17503.509891612575,,17503.509891612575,17503.509891612575,139.18333333333334,,139.18333333333334,139.18333333333334,8351.0,,8351,8351
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,139.33333333333334,3546.0,,3546,3546,535793.0,,535793,535793,24112.312799043066,,24112.312799043066,24112.312799043066,18186.5,,18186.5,18186.5,57947.1,,57947.1,57947.1,86644.34999999999,,86644.34999999999,86644.34999999999,23852.02257944818,,23852.02257944818,23852.02257944818,139.33333333333334,,139.33333333333334,139.33333333333334,8360.0,,8360,8360
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,139.48333333333332,3547.0,,3547,3547,188150.0,,188150,188150,25743.563269207792,,25743.563269207792,25743.563269207792,22901.0,,22901.0,22901.0,57963.79999999998,,57963.79999999998,57963.79999999998,80620.67999999996,,80620.67999999996,80620.67999999996,17886.93991850132,,17886.93991850132,17886.93991850132,139.48333333333332,,139.48333333333332,139.48333333333332,8369.0,,8369,8369
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,160.18333333333334,3713.0,,3713,3713,2193335.0,,2193335,2193335,37293.86307356154,,37293.86307356154,37293.86307356154,26358.0,,26358.0,26358.0,68858.0,,68858.0,68858.0,125057.19999999968,,125057.19999999968,125057.19999999968,105608.69598292066,,105608.69598292066,105608.69598292066,160.18333333333334,,160.18333333333334,160.18333333333334,9611.0,,9611,9611
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,161.06666666666666,3761.0,,3761,3761,307986.0,,307986,307986,27028.955194536426,,27028.955194536426,27028.955194536426,21951.5,,21951.5,21951.5,64098.30000000002,,64098.30000000002,64098.30000000002,100039.89000000009,,100039.89000000009,100039.89000000009,21440.85018534203,,21440.85018534203,21440.85018534203,161.06666666666666,,161.06666666666666,161.06666666666666,9664.0,,9664,9664
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,161.3,3620.0,,3620,3620,179110.0,,179110,179110,26560.557656540608,,26560.557656540608,26560.557656540608,20916.5,,20916.5,20916.5,65548.99999999996,,65548.99999999996,65548.99999999996,92588.95999999998,,92588.95999999998,92588.95999999998,20444.197640706767,,20444.197640706767,20444.197640706767,161.3,,161.3,161.3,9678.0,,9678,9678
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,184.91666666666663,3805.0,,3805,3805,250639.0,,250639,250639,33238.59603424966,,33238.59603424966,33238.59603424966,28292.0,,28292.0,28292.0,77392.29999999992,,77392.29999999992,77392.29999999992,113120.31999999988,,113120.31999999988,113120.31999999988,23227.07197158284,,23227.07197158284,23227.07197158284,184.91666666666663,,184.91666666666663,184.91666666666663,11095.0,,11095,11095
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,189.51666666666668,3480.0,,3480,3480,201913.0,,201913,201913,30866.68490018468,,30866.68490018468,30866.68490018468,26028.0,,26028.0,26028.0,71566.0,,71566.0,71566.0,103051.59999999987,,103051.59999999987,103051.59999999987,22029.62328119864,,22029.62328119864,22029.62328119864,189.51666666666668,,189.51666666666668,189.51666666666668,11371.0,,11371,11371
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,190.2,3782.0,,3782,3782,223837.0,,223837,223837,29859.985716789342,,29859.985716789342,29859.985716789342,25396.0,,25396.0,25396.0,68596.74999999996,,68596.74999999996,68596.74999999996,95283.87999999984,,95283.87999999984,95283.87999999984,20586.97742543344,,20586.97742543344,20586.97742543344,190.2,,190.2,190.2,11412.0,,11412,11412
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,190.31666666666663,3261.0,,3261,3261,276220.0,,276220,276220,29997.187056659957,,29997.187056659957,29997.187056659957,25320.0,,25320.0,25320.0,70678.90000000001,,70678.90000000001,70678.90000000001,104526.13999999998,,104526.13999999998,104526.13999999998,23145.757575942327,,23145.757575942327,23145.757575942327,190.31666666666663,,190.31666666666663,190.31666666666663,11419.0,,11419,11419
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,190.35,3768.0,,3768,3768,199336.0,,199336,199336,31309.27939760091,,31309.27939760091,31309.27939760091,27164.0,,27164.0,27164.0,71118.0,,71118.0,71118.0,100030.4,,100030.4,100030.4,21542.38028109341,,21542.38028109341,21542.38028109341,190.35,,190.35,190.35,11421.0,,11421,11421
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,190.6833333333333,3120.0,,3120,3120,269187.0,,269187,269187,35387.850799755266,,35387.850799755266,35387.850799755266,31494.0,,31494.0,31494.0,78299.0,,78299.0,78299.0,111020.20000000004,,111020.20000000004,111020.20000000004,23183.28105333065,,23183.28105333065,23183.28105333065,190.6833333333333,,190.6833333333333,190.6833333333333,11441.0,,11441,11441
