run,run_label,target_rps,min_mean,min_std,min_min,min_max,max_mean,max_std,max_min,max_max,average_mean,average_std,average_min,average_max,median_mean,median_std,median_min,median_max,p95_mean,p95_std,p95_min,p95_max,p99_mean,p99_std,p99_min,p99_max,std_mean,std_std,std_min,std_max,throughput_rps_mean,throughput_rps_std,throughput_rps_min,throughput_rps_max,total_requests_mean,total_requests_std,total_requests_min,total_requests_max
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,233.06666666666663,3371.0,,3371,3371,302728.0,,302728,302728,49048.53818649886,,49048.53818649886,49048.53818649886,41827.0,,41827.0,41827.0,118966.8,,118966.8,118966.8,188618.72000000003,,188618.72000000003,188618.72000000003,38493.75932711482,,38493.75932711482,38493.75932711482,233.06666666666663,,233.06666666666663,233.06666666666663,13984.0,,13984,13984
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,233.55,3424.0,,3424,3424,513234.0,,513234,513234,56930.42795975166,,56930.42795975166,56930.42795975166,46912.0,,46912.0,46912.0,145150.0,,145150.0,145150.0,253575.3999999998,,253575.3999999998,253575.3999999998,49356.42898918408,,49356.42898918408,49356.42898918408,233.55,,233.55,233.55,14013.0,,14013,14013
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,233.86666666666667,3067.0,,3067,3067,273641.0,,273641,273641,44494.77038198404,,44494.77038198404,44494.77038198404,37548.0,,37548.0,37548.0,107101.19999999998,,107101.19999999998,107101.19999999998,174559.7,,174559.7,174559.7,35692.18761883893,,35692.18761883893,35692.18761883893,233.86666666666667,,233.86666666666667,233.86666666666667,14032.0,,14032,14032
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,234.2333333333333,3452.0,,3452,3452,320263.0,,320263,320263,48185.691902661165,,48185.691902661165,48185.691902661165,39722.5,,39722.5,39722.5,121989.69999999995,,121989.69999999995,121989.69999999995,193125.20999999985,,193125.20999999985,193125.20999999985,40026.666947273065,,40026.666947273065,40026.666947273065,234.2333333333333,,234.2333333333333,234.2333333333333,14054.0,,14054,14054
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,278.6333333333333,3896.0,,3896,3896,584085.0,,584085,584085,86413.95328388564,,86413.95328388564,86413.95328388564,70585.0,,70585.0,70585.0,215268.3,,215268.3,215268.3,317561.5999999994,,317561.5999999994,317561.5999999994,66019.74023058136,,66019.74023058136,66019.74023058136,278.6333333333333,,278.6333333333333,278.6333333333333,16718.0,,16718,16718
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,281.43333333333334,3942.0,,3942,3942,776018.0,,776018,776018,96337.74807532868,,96337.74807532868,96337.74807532868,74267.5,,74267.5,74267.5,262032.75,,262032.75,262032.75,399771.1000000035,,399771.1000000035,399771.1000000035,81106.79430051788,,81106.79430051788,81106.79430051788,281.43333333333334,,281.43333333333334,281.43333333333334,16886.0,,16886,16886
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,282.1166666666667,3646.0,,3646,3646,535945.0,,535945,535945,82123.73190760324,,82123.73190760324,82123.73190760324,69336.0,,69336.0,69336.0,200490.3999999999,,200490.3999999999,200490.3999999999,290547.72000000003,,290547.72000000003,290547.72000000003,60584.224785612285,,60584.224785612285,60584.224785612285,282.1166666666667,,282.1166666666667,282.1166666666667,16927.0,,16927,16927
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,282.1666666666667,3873.0,,3873,3873,905099.0,,905099,905099,81705.9264028352,,81705.9264028352,81705.9264028352,68214.5,,68214.5,68214.5,195201.1,,195201.1,195201.1,335568.57999999914,,335568.57999999914,335568.57999999914,64461.83349043732,,64461.83349043732,64461.83349043732,282.1666666666667,,282.1666666666667,282.1666666666667,16930.0,,16930,16930
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,282.21666666666664,3690.0,,3690,3690,642490.0,,642490,642490,105510.82678792888,,105510.82678792888,105510.82678792888,82408.0,,82408.0,82408.0,273117.8,,273117.8,273117.8,440383.56000000006,,440383.56000000006,440383.56000000006,86000.80511501995,,86000.80511501995,86000.80511501995,282.21666666666664,,282.21666666666664,282.21666666666664,16933.0,,16933,16933
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,283.15,3704.0,,3704,3704,454705.0,,454705,454705,81910.67214079699,,81910.67214079699,81910.67214079699,68899.0,,68899.0,68899.0,200254.39999999988,,200254.39999999988,200254.39999999988,281747.23999999906,,281747.23999999906,281747.23999999906,58734.20505498612,,58734.20505498612,58734.20505498612,283.15,,283.15,283.15,16989.0,,16989,16989
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,283.31666666666666,3534.0,,3534,3534,546532.0,,546532,546532,88853.27813400788,,88853.27813400788,88853.27813400788,71053.0,,71053.0,71053.0,231310.3999999999,,231310.3999999999,231310.3999999999,342651.16000000027,,342651.16000000027,342651.16000000027,70561.5357553921,,70561.5357553921,70561.5357553921,283.31666666666666,,283.31666666666666,283.31666666666666,16999.0,,16999,16999
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,283.9833333333333,3955.0,,3955,3955,660991.0,,660991,660991,79750.97617231058,,79750.97617231058,79750.97617231058,67106.0,,67106.0,67106.0,191951.4999999998,,191951.4999999998,191951.4999999998,303645.33999999735,,303645.33999999735,303645.33999999735,61372.68084213235,,61372.68084213235,61372.68084213235,283.9833333333333,,283.9833333333333,283.9833333333333,17039.0,,17039,17039
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,284.26666666666665,3983.0,,3983,3983,422975.0,,422975,422975,87066.51583020638,,87066.51583020638,87066.51583020638,73595.5,,73595.5,73595.5,208831.0,,208831.0,208831.0,287381.0500000004,,287381.0500000004,287381.0500000004,60963.20523157426,,60963.20523157426,60963.20523157426,284.26666666666665,,284.26666666666665,284.26666666666665,17056.0,,17056,17056
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,285.93333333333334,3452.0,,3452,3452,644468.0,,644468,644468,93942.8684425274,,93942.8684425274,93942.8684425274,69433.5,,69433.5,69433.5,286096.5,,286096.5,286096.5,476888.1000000011,,476888.1000000011,476888.1000000011,89836.44795187884,,89836.44795187884,89836.44795187884,285.93333333333334,,285.93333333333334,285.93333333333334,17156.0,,17156,17156
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,286.95,3910.0,,3910,3910,808316.0,,808316,808316,98242.89667189406,,98242.89667189406,98242.89667189406,70348.0,,70348.0,70348.0,293521.5999999996,,293521.5999999996,293521.5999999996,476568.4400000001,,476568.4400000001,476568.4400000001,94581.84290088252,,94581.84290088252,94581.84290088252,286.95,,286.95,286.95,17217.0,,17217,17217
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,288.65,3901.0,,3901,3901,536240.0,,536240,536240,86381.25919510364,,86381.25919510364,86381.25919510364,68301.0,,68301.0,68301.0,221625.7999999997,,221625.7999999997,221625.7999999997,386229.6599999999,,386229.6599999999,386229.6599999999,72369.299173527,,72369.299173527,72369.299173527,288.65,,288.65,288.65,17319.0,,17319,17319
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,323.93333333333334,7706.0,,7706,7706,2844463.0,,2844463,2844463,722144.9841531179,,722144.9841531179,722144.9841531179,588287.5,,588287.5,588287.5,1508258.5,,1508258.5,1508258.5,1673425.4,,1673425.4,1673425.4,477844.8766934538,,477844.8766934538,477844.8766934538,323.93333333333334,,323.93333333333334,323.93333333333334,19436.0,,19436,19436
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,325.03333333333336,6884.0,,6884,6884,1885093.0,,1885093,1885093,464237.7302840735,,464237.7302840735,464237.7302840735,344096.0,,344096.0,344096.0,1106405.65,,1106405.65,1106405.65,1252899.57,,1252899.57,1252899.57,358898.5521032965,,358898.5521032965,358898.5521032965,325.03333333333336,,325.03333333333336,325.03333333333336,19502.0,,19502,19502
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,325.26666666666665,6954.0,,6954,6954,1514336.0,,1514336,1514336,477997.8641627383,,477997.8641627383,477997.8641627383,482710.5,,482710.5,482710.5,952690.5,,952690.5,952690.5,1118832.5499999996,,1118832.5499999996,1118832.5499999996,279724.5814306313,,279724.5814306313,279724.5814306313,325.26666666666665,,325.26666666666665,325.26666666666665,19516.0,,19516,19516
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,326.05,3636.0,,3636,3636,3294427.0,,3294427,3294427,919068.364463528,,919068.364463528,919068.364463528,1015940.0,,1015940.0,1015940.0,1891619.9999999995,,1891619.9999999995,1891619.9999999995,2066495.2000000004,,2066495.2000000004,2066495.2000000004,658201.5812221818,,658201.5812221818,658201.5812221818,326.05,,326.05,326.05,19563.0,,19563,19563
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,326.21666666666664,7617.0,,7617,7617,1860864.0,,1860864,1860864,331724.36100751034,,331724.36100751034,331724.36100751034,281856.0,,281856.0,281856.0,770049.199999999,,770049.199999999,770049.199999999,985940.5199999992,,985940.5199999992,985940.5199999992,221535.9007675069,,221535.9007675069,221535.9007675069,326.21666666666664,,326.21666666666664,326.21666666666664,19573.0,,19573,19573
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,326.4833333333333,4382.0,,4382,4382,1898251.0,,1898251,1898251,566545.288835571,,566545.288835571,566545.288835571,562053.0,,562053.0,562053.0,1153461.0,,1153461.0,1153461.0,1285378.72,,1285378.72,1285378.72,378469.94566820527,,378469.94566820527,378469.94566820527,326.4833333333333,,326.4833333333333,326.4833333333333,19589.0,,19589,19589
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,326.9,5552.0,,5552,5552,2455145.0,,2455145,2455145,581726.1324564087,,581726.1324564087,581726.1324564087,468258.0,,468258.0,468258.0,1305522.45,,1305522.45,1305522.45,1459453.6899999988,,1459453.6899999988,1459453.6899999988,419011.8760918664,,419011.8760918664,419011.8760918664,326.9,,326.9,326.9,19614.0,,19614,19614
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,327.03333333333336,6193.0,,6193,6193,3064522.0,,3064522,3064522,755109.278768729,,755109.278768729,755109.278768729,623448.0,,623448.0,623448.0,1703541.3000000005,,1703541.3000000005,1703541.3000000005,1866678.43,,1866678.43,1866678.43,578057.0760520747,,578057.0760520747,578057.0760520747,327.03333333333336,,327.03333333333336,327.03333333333336,19622.0,,19622,19622
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,327.9,13003.0,,13003,13003,3566016.0,,3566016,3566016,1075444.1859814983,,1075444.1859814983,1075444.1859814983,1198540.0,,1198540.0,1198540.0,1964859.75,,1964859.75,1964859.75,2104670.95,,2104670.95,2104670.95,643706.3804186491,,643706.3804186491,643706.3804186491,327.9,,327.9,327.9,19674.0,,19674,19674
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,327.95,10238.0,,10238,10238,1260307.0,,1260307,1260307,412649.6980230726,,412649.6980230726,412649.6980230726,366840.0,,366840.0,366840.0,821688.2000000002,,821688.2000000002,821688.2000000002,941103.2800000012,,941103.2800000012,941103.2800000012,242677.3595020912,,242677.3595020912,242677.3595020912,327.95,,327.95,327.95,19677.0,,19677,19677
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,328.75,13861.0,,13861,13861,5907018.0,,5907018,5907018,1470517.4368060837,,1470517.4368060837,1470517.4368060837,1771951.0,,1771951.0,1771951.0,2503083.0,,2503083.0,2503083.0,2785469.4799999995,,2785469.4799999995,2785469.4799999995,902180.966661239,,902180.966661239,902180.966661239,328.75,,328.75,328.75,19725.0,,19725,19725
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,329.18333333333334,6546.0,,6546,6546,3684764.0,,3684764,3684764,1062286.2117361147,,1062286.2117361147,1062286.2117361147,1187794.0,,1187794.0,1187794.0,2081717.5,,2081717.5,2081717.5,2288340.5,,2288340.5,2288340.5,667280.4940838172,,667280.4940838172,667280.4940838172,329.18333333333334,,329.18333333333334,329.18333333333334,19751.0,,19751,19751
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,329.3666666666667,5523.0,,5523,5523,1390517.0,,1390517,1390517,312013.6409270317,,312013.6409270317,312013.6409270317,223638.0,,223638.0,223638.0,866207.15,,866207.15,866207.15,1013474.38,,1013474.38,1013474.38,256527.57709215768,,256527.57709215768,256527.57709215768,329.3666666666667,,329.3666666666667,329.3666666666667,19762.0,,19762,19762
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,329.4833333333333,5936.0,,5936,5936,1237263.0,,1237263,1237263,321628.7918964035,,321628.7918964035,321628.7918964035,264569.0,,264569.0,264569.0,785169.7999999996,,785169.7999999996,785169.7999999996,920845.9999999998,,920845.9999999998,920845.9999999998,236579.72378888,,236579.72378888,236579.72378888,329.4833333333333,,329.4833333333333,329.4833333333333,19769.0,,19769,19769
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,329.8,12595.0,,12595,12595,2131236.0,,2131236,2131236,609056.6959268244,,609056.6959268244,609056.6959268244,651536.5,,651536.5,651536.5,1116363.75,,1116363.75,1116363.75,1281194.590000001,,1281194.590000001,1281194.590000001,343698.8269001149,,343698.8269001149,343698.8269001149,329.8,,329.8,329.8,19788.0,,19788,19788
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,329.8333333333333,5563.0,,5563,5563,9167301.0,,9167301,9167301,1748376.820515412,,1748376.820515412,1748376.820515412,1375493.5,,1375493.5,1375493.5,3810616.35,,3810616.35,3810616.35,4067919.09,,4067919.09,4067919.09,1416192.2383227416,,1416192.2383227416,1416192.2383227416,329.8333333333333,,329.8333333333333,329.8333333333333,19790.0,,19790,19790
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,329.85,12651.0,,12651,12651,1616739.0,,1616739,1616739,506323.133444495,,506323.133444495,506323.133444495,510197.0,,510197.0,510197.0,978458.0,,978458.0,978458.0,1138472.6,,1138472.6,1138472.6,257797.541433351,,257797.541433351,257797.541433351,329.85,,329.85,329.85,19791.0,,19791,19791
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,330.3,6666.0,,6666,6666,1357569.0,,1357569,1357569,322221.3713795539,,322221.3713795539,322221.3713795539,272157.0,,272157.0,272157.0,813953.3999999999,,813953.3999999999,813953.3999999999,982148.1699999992,,982148.1699999992,982148.1699999992,228011.96285946263,,228011.96285946263,228011.96285946263,330.3,,330.3,330.3,19818.0,,19818,19818
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,330.6333333333333,8995.0,,8995,8995,2299715.0,,2299715,2299715,498721.51976005646,,498721.51976005646,498721.51976005646,481100.0,,481100.0,481100.0,997822.0,,997822.0,997822.0,1160476.0300000005,,1160476.0300000005,1160476.0300000005,287513.995465473,,287513.995465473,287513.995465473,330.6333333333333,,330.6333333333333,330.6333333333333,19838.0,,19838,19838
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,330.8,13683.0,,13683,13683,2413860.0,,2413860,2413860,898704.3894095123,,898704.3894095123,898704.3894095123,1107683.5,,1107683.5,1107683.5,1455323.5999999996,,1455323.5999999996,1455323.5999999996,1594737.2699999998,,1594737.2699999998,1594737.2699999998,486867.6784681289,,486867.6784681289,486867.6784681289,330.8,,330.8,330.8,19848.0,,19848,19848
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,331.3833333333333,5590.0,,5590,5590,1964252.0,,1964252,1964252,477920.6955690792,,477920.6955690792,477920.6955690792,389213.0,,389213.0,389213.0,1082921.0999999994,,1082921.0999999994,1082921.0999999994,1258106.56,,1258106.56,1258106.56,329033.3565962404,,329033.3565962404,329033.3565962404,331.3833333333333,,331.3833333333333,331.3833333333333,19883.0,,19883,19883
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,331.68333333333334,10094.0,,10094,10094,2920176.0,,2920176,2920176,643943.3440530626,,643943.3440530626,643943.3440530626,367492.0,,367492.0,367492.0,1600394.0,,1600394.0,1600394.0,1765654.0,,1765654.0,1765654.0,576679.8025150787,,576679.8025150787,576679.8025150787,331.68333333333334,,331.68333333333334,331.68333333333334,19901.0,,19901,19901
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,332.5833333333333,9453.0,,9453,9453,6145733.0,,6145733,6145733,1145818.785968429,,1145818.785968429,1145818.785968429,1130885.0,,1130885.0,1130885.0,2447603.9999999995,,2447603.9999999995,2447603.9999999995,2684911.3,,2684911.3,2684911.3,859422.8739898487,,859422.8739898487,859422.8739898487,332.5833333333333,,332.5833333333333,332.5833333333333,19955.0,,19955,19955
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,332.95,5290.0,,5290,5290,1710638.0,,1710638,1710638,400148.82144466136,,400148.82144466136,400148.82144466136,348219.0,,348219.0,348219.0,872781.4,,872781.4,872781.4,1020610.4800000006,,1020610.4800000006,1020610.4800000006,273035.1109634067,,273035.1109634067,273035.1109634067,332.95,,332.95,332.95,19977.0,,19977,19977
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,334.0833333333333,7180.0,,7180,7180,3179581.0,,3179581,3179581,718990.5268645547,,718990.5268645547,718990.5268645547,592407.0,,592407.0,592407.0,1715233.2,,1715233.2,1715233.2,1851869.5200000005,,1851869.5200000005,1851869.5200000005,570832.5152788422,,570832.5152788422,570832.5152788422,334.0833333333333,,334.0833333333333,334.0833333333333,20045.0,,20045,20045
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,334.65,8107.0,,8107,8107,5922189.0,,5922189,5922189,1797822.215548583,,1797822.215548583,1797822.215548583,1859754.0,,1859754.0,1859754.0,3268579.3,,3268579.3,3268579.3,3454200.8800000004,,3454200.8800000004,3454200.8800000004,1169581.932082795,,1169581.932082795,1169581.932082795,334.65,,334.65,334.65,20079.0,,20079,20079
B1,B1 | pods=1 | CPU=1000m | RAM=1Gi,335.2333333333333,4507.0,,4507,4507,2146483.0,,2146483,2146483,577724.9777766729,,577724.9777766729,577724.9777766729,567720.5,,567720.5,567720.5,1294644.9499999995,,1294644.9499999995,1294644.9499999995,1451985.22,,1451985.22,1451985.22,413985.5119743771,,413985.5119743771,413985.5119743771,335.2333333333333,,335.2333333333333,335.2333333333333,20114.0,,20114,20114
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,20.0,5091.0,405.19254682187824,4655,5456,92208.66666666667,22351.649655748755,73954,117137,9893.282222222222,512.4822319185093,9325.674166666666,10322.013333333334,8114.0,370.23269709737957,7776.5,8510.0,19562.283333333322,1306.3344712719456,18059.39999999998,20425.6,33142.98999999999,4027.9786199904274,29231.68,37278.28999999999,5696.509106388869,737.7552572297353,4864.032123797359,6269.334233965036,20.0,0.0,20.0,20.0,1200.0,0.0,1200,1200
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,39.96666666666667,4372.0,,4372,4372,56431.0,,56431,56431,8974.76396997498,,8974.76396997498,8974.76396997498,7509.0,,7509.0,7509.0,18482.3,,18482.3,18482.3,32475.88000000004,,32475.88000000004,32475.88000000004,4834.7273124922,,4834.7273124922,4834.7273124922,39.96666666666667,,39.96666666666667,39.96666666666667,2398.0,,2398,2398
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,39.98333333333333,4518.0,,4518,4518,117691.0,,117691,117691,9431.159233013756,,9431.159233013756,9431.159233013756,7657.0,,7657.0,7657.0,20108.399999999998,,20108.399999999998,20108.399999999998,32828.23999999999,,32828.23999999999,32828.23999999999,6245.5895924821325,,6245.5895924821325,6245.5895924821325,39.98333333333333,,39.98333333333333,39.98333333333333,2399.0,,2399,2399
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,40.0,4756.0,,4756,4756,220685.0,,220685,220685,10556.24875,,10556.24875,10556.24875,8433.5,,8433.5,8433.5,21297.64999999999,,21297.64999999999,21297.64999999999,39473.19999999992,,39473.19999999992,39473.19999999992,8999.62555796296,,8999.62555796296,8999.62555796296,40.0,,40.0,40.0,2400.0,,2400,2400
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,62.4,4333.0,,4333,4333,120298.0,,120298,120298,9174.81997863248,,9174.81997863248,9174.81997863248,7397.0,,7397.0,7397.0,19911.949999999997,,19911.949999999997,19911.949999999997,33283.34000000001,,33283.34000000001,33283.34000000001,5964.802762531572,,5964.802762531572,5964.802762531572,62.4,,62.4,62.4,3744.0,,3744,3744
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,62.43333333333333,4395.0,,4395,4395,88122.0,,88122,88122,9801.285904965296,,9801.285904965296,9801.285904965296,7897.5,,7897.5,7897.5,21673.25,,21673.25,21673.25,34289.750000000065,,34289.750000000065,34289.750000000065,5907.417135446917,,5907.417135446917,5907.417135446917,62.43333333333333,,62.43333333333333,62.43333333333333,3746.0,,3746,3746
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,62.46666666666667,4237.0,,4237,4237,99913.0,,99913,99913,9195.991462113128,,9195.991462113128,9195.991462113128,7444.5,,7444.5,7444.5,20003.799999999967,,20003.799999999967,20003.799999999967,33518.2299999999,,33518.2299999999,33518.2299999999,5837.421387213835,,5837.421387213835,5837.421387213835,62.46666666666667,,62.46666666666667,62.46666666666667,3748.0,,3748,3748
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,82.7,3926.0,,3926,3926,100222.0,,100222,100222,9395.945586457074,,9395.945586457074,9395.945586457074,7410.0,,7410.0,7410.0,21337.44999999999,,21337.44999999999,21337.44999999999,34455.25000000002,,34455.25000000002,34455.25000000002,6245.103132123294,,6245.103132123294,6245.103132123294,82.7,,82.7,82.7,4962.0,,4962,4962
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,82.73333333333333,3783.0,,3783,3783,118134.0,,118134,118134,9467.39766317486,,9467.39766317486,9467.39766317486,7420.5,,7420.5,7420.5,21544.54999999999,,21544.54999999999,21544.54999999999,37209.80999999999,,37209.80999999999,37209.80999999999,6498.412284999202,,6498.412284999202,6498.412284999202,82.73333333333333,,82.73333333333333,82.73333333333333,4964.0,,4964,4964
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,83.0,3908.0,,3908,3908,108340.0,,108340,108340,9022.498795180723,,9022.498795180723,9022.498795180723,7097.0,,7097.0,7097.0,19954.35,,19954.35,19954.35,37379.600000000006,,37379.600000000006,37379.600000000006,6662.088456739391,,6662.088456739391,6662.088456739391,83.0,,83.0,83.0,4980.0,,4980,4980
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,98.63333333333334,3742.0,,3742,3742,113567.0,,113567,113567,9406.558972625888,,9406.558972625888,9406.558972625888,7252.5,,7252.5,7252.5,21976.55,,21976.55,21976.55,36830.66999999999,,36830.66999999999,36830.66999999999,6785.784427851392,,6785.784427851392,6785.784427851392,98.63333333333334,,98.63333333333334,98.63333333333334,5918.0,,5918,5918
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,99.03333333333332,3779.0,,3779,3779,189956.0,,189956,189956,9322.328845506565,,9322.328845506565,9322.328845506565,7103.0,,7103.0,7103.0,21210.24999999999,,21210.24999999999,21210.24999999999,38267.77,,38267.77,38267.77,7929.03970472363,,7929.03970472363,7929.03970472363,99.03333333333332,,99.03333333333332,99.03333333333332,5942.0,,5942,5942
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,99.06666666666666,3427.0,,3427,3427,155541.0,,155541,155541,9553.950538358007,,9553.950538358007,9553.950538358007,7217.5,,7217.5,7217.5,22154.849999999988,,22154.849999999988,22154.849999999988,42270.71,,42270.71,42270.71,7982.3757303647635,,7982.3757303647635,7982.3757303647635,99.06666666666666,,99.06666666666666,99.06666666666666,5944.0,,5944,5944
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,122.76666666666668,3731.0,,3731,3731,167925.0,,167925,167925,9838.860847135487,,9838.860847135487,9838.860847135487,7199.0,,7199.0,7199.0,23808.25,,23808.25,23808.25,43631.45000000005,,43631.45000000005,43631.45000000005,8478.091191761254,,8478.091191761254,8478.091191761254,122.76666666666668,,122.76666666666668,122.76666666666668,7366.0,,7366,7366
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,122.91666666666669,3415.0,,3415,3415,260384.0,,260384,260384,9705.49979661017,,9705.49979661017,9705.49979661017,7035.0,,7035.0,7035.0,21831.89999999996,,21831.89999999996,21831.89999999996,46197.40000000001,,46197.40000000001,46197.40000000001,10981.48895260735,,10981.48895260735,10981.48895260735,122.91666666666669,,122.91666666666669,122.91666666666669,7375.0,,7375,7375
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,123.0,3741.0,,3741,3741,146200.0,,146200,146200,9355.810162601629,,9355.810162601629,9355.810162601629,7029.5,,7029.5,7029.5,21482.2,,21482.2,21482.2,39078.380000000005,,39078.380000000005,39078.380000000005,8101.624970055401,,8101.624970055401,8101.624970055401,123.0,,123.0,123.0,7380.0,,7380,7380
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,139.6,3589.0,,3589,3589,96378.0,,96378,96378,9897.883834765998,,9897.883834765998,9897.883834765998,7713.5,,7713.5,7713.5,22778.25,,22778.25,22778.25,39576.25,,39576.25,39576.25,6962.024571209892,,6962.024571209892,6962.024571209892,139.6,,139.6,139.6,8376.0,,8376,8376
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,140.06666666666666,3563.0,,3563,3563,184858.0,,184858,184858,9384.338172298903,,9384.338172298903,9384.338172298903,6882.0,,6882.0,6882.0,21983.649999999998,,21983.649999999998,21983.649999999998,47800.63999999973,,47800.63999999973,47800.63999999973,8843.95146590507,,8843.95146590507,8843.95146590507,140.06666666666666,,140.06666666666666,140.06666666666666,8404.0,,8404,8404
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,140.08333333333334,3685.0,,3685,3685,268282.0,,268282,268282,10750.631052944676,,10750.631052944676,10750.631052944676,7727.0,,7727.0,7727.0,25051.6,,25051.6,25051.6,53769.75999999934,,53769.75999999934,53769.75999999934,11738.088497286277,,11738.088497286277,11738.088497286277,140.08333333333334,,140.08333333333334,140.08333333333334,8405.0,,8405,8405
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,160.91666666666666,3334.0,,3334,3334,114733.0,,114733,114733,9639.463490419472,,9639.463490419472,9639.463490419472,7142.0,,7142.0,7142.0,23329.699999999964,,23329.699999999964,23329.699999999964,42956.65999999989,,42956.65999999989,42956.65999999989,7962.180518351957,,7962.180518351957,7962.180518351957,160.91666666666666,,160.91666666666666,160.91666666666666,9655.0,,9655,9655
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,161.63333333333333,3593.0,,3593,3593,190614.0,,190614,190614,9680.025056712724,,9680.025056712724,9680.025056712724,7109.5,,7109.5,7109.5,22688.9,,22688.9,22688.9,45208.72000000021,,45208.72000000021,45208.72000000021,9034.744005315648,,9034.744005315648,9034.744005315648,161.63333333333333,,161.63333333333333,161.63333333333333,9698.0,,9698,9698
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,161.66666666666666,3539.0,,3539,3539,106265.0,,106265,106265,9519.486907216497,,9519.486907216497,9519.486907216497,6920.0,,6920.0,6920.0,24005.899999999987,,24005.899999999987,24005.899999999987,46887.41000000008,,46887.41000000008,46887.41000000008,8147.565804957775,,8147.565804957775,8147.565804957775,161.66666666666666,,161.66666666666666,161.66666666666666,9700.0,,9700,9700
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,191.7,3426.0,,3426,3426,228537.0,,228537,228537,10987.10233002956,,10987.10233002956,10987.10233002956,7520.0,,7520.0,7520.0,28892.14999999998,,28892.14999999998,28892.14999999998,58948.9,,58948.9,58948.9,11002.452838683084,,11002.452838683084,11002.452838683084,191.7,,191.7,191.7,11502.0,,11502,11502
B2,B2 | pods=2 | CPU=500m | RAM=500Mi,191.96666666666667,3247.0,,3247,3247,197932.0,,197932,197932,10352.096284077095,,10352.096284077095,10352.096284077095,7210.0,,7210.0,7210.0,25960.8,,25960.8,25960.8,55530.8,,55530.8,55530.8,10600.681319082254,,10600.681319082254,10600.681319082254,191.96666666666667,,191.96666666666667,191.96666666666667,11518.0,,11518,11518
